,Object,Custom_LineNum
0,Bondi,1.0
1,cleaning,1.0
2,service,2.0
3,INVOICE,3.0
4,Invoice:,4.0
5,#125323334,4.0
6,Payment,5.0
7,Due,5.0
8,Date:,5.0
9,30-12-2020,5.0
10,Company,6.0
11,Bill,6.0
12,to,6.0
13,Company,7.0
14,Name:,7.0
15,Name:,7.0
16,Alee,7.0
17,Aj,7.0
18,Bank,8.0
19,Details:,8.0
20,ABC,8.0
21,Bank,8.0
22,Ltd,8.0
23,Street:,8.0
24,123,8.0
25,"Newyork,",8.0
26,Acri50,8.0
27,Account,9.0
28,No:,9.0
29,403456787654,9.0
30,Phone,9.0
31,No:,9.0
32,2345435432,9.0
33,Swift,10.0
34,Code:,10.0
35,Kkda,10.0
36,1234,10.0
37,ZIP,10.0
38,Code:,10.0
39,245333,10.0
40,Street:,11.0
41,"State,",11.0
42,City:,11.0
43,New,11.0
44,"York,",11.0
45,America,11.0
46,ZIP,12.0
47,Code:,12.0
48,2345,12.0
49,Date:,12.0
50,25-12-2019,12.0
51,SR,13.0
52,Description,13.0
53,Quantity,13.0
54,$/Unit,13.0
55,Amount,13.0
56,1,14.0
57,Lorem,14.0
58,ipsum,14.0
59,dolor,14.0
60,sit,14.0
61,"amet,",14.0
62,12,14.0
63,25,14.0
64,2500$,14.0
65,2,15.0
66,Lorem,15.0
67,ipsum,15.0
68,dolor,15.0
69,sit,15.0
70,"amet,",15.0
71,12,15.0
72,25,15.0
73,2500$,15.0
74,1,16.0
75,Lorem,16.0
76,ipsum,16.0
77,dolor,16.0
78,sit,16.0
79,"amet,",16.0
80,12,16.0
81,25,16.0
82,2500$,16.0
83,2,17.0
84,Lorem,17.0
85,ipsum,17.0
86,dolor,17.0
87,sit,17.0
88,"amet,",17.0
89,12,17.0
90,25,17.0
91,2500$,17.0
92,1,18.0
93,Lorem,18.0
94,ipsum,18.0
95,dolor,18.0
96,sit,18.0
97,"amet,",18.0
98,12,18.0
99,25,18.0
100,2500$,18.0
101,2,19.0
102,Lorem,19.0
103,ipsum,19.0
104,dolor,19.0
105,sit,19.0
106,"amet,",19.0
107,12,19.0
108,25,19.0
109,2500$,19.0
110,1,20.0
111,Lorem,20.0
112,ipsum,20.0
113,dolor,20.0
114,sit,20.0
115,"amet,",20.0
116,12,20.0
117,25,20.0
118,2500$,20.0
119,2,21.0
120,Lorem,21.0
121,ipsum,21.0
122,dolor,21.0
123,sit,21.0
124,"amet,",21.0
125,12,21.0
126,25,21.0
127,2500$,21.0
128,1,22.0
129,Lorem,22.0
130,ipsum,22.0
131,dolor,22.0
132,sit,22.0
133,"amet,",22.0
134,12,22.0
135,25,22.0
136,2500$,22.0
137,2,23.0
138,Lorem,23.0
139,ipsum,23.0
140,dolor,23.0
141,sit,23.0
142,"amet,",23.0
143,12,23.0
144,25,23.0
145,2500$,23.0
146,1,24.0
147,Lorem,24.0
148,ipsum,24.0
149,dolor,24.0
150,sit,24.0
151,"amet,",24.0
152,12,24.0
153,25,24.0
154,2500$,24.0
155,2,25.0
156,Lorem,25.0
157,ipsum,25.0
158,dolor,25.0
159,sit,25.0
160,"amet,",25.0
161,12,25.0
162,25,25.0
163,2500$,25.0
164,1,26.0
165,Lorem,26.0
166,ipsum,26.0
167,dolor,26.0
168,sit,26.0
169,"amet,",26.0
170,12,26.0
171,25,26.0
172,2500$,26.0
173,Total,27.0
174,50000$,27.0
175,Terms,28.0
176,&,28.0
177,Conditions,28.0
178,Total,29.0
179,Amount,29.0
180,5000$,29.0
181,THANK,30.0
182,YOU,30.0
