,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,F05E6C88-2E8C-419D-95DF-ED0D8B097652,1.0
4,ACH,2.0
5,INFORMATION:,2.0
6,E-mail,2.0
7,Remittance,2.0
8,To:,2.0
9,gachremittance@cdw.com,2.0
10,REMIT,3.0
11,PAYMENT,3.0
12,TO:,3.0
13,INVOICE,3.0
14,THE,3.0
15,NORTHERN,3.0
16,TRUST,3.0
17,ROUTING,3.0
18,NO.:,3.0
19,071000152,3.0
20,50,4.0
21,SOUTH,4.0
22,LASALLE,4.0
23,STREET,4.0
24,ACCOUNT,4.0
25,NAME:,4.0
26,CDW,4.0
27,GOVERNMENT,4.0
28,"CHICAGO,",5.0
29,IL,5.0
30,60675,5.0
31,ACCOUNT,5.0
32,NO.:,5.0
33,91057,5.0
34,CDW-G,6.0
35,CDW,6.0
36,Government,6.0
37,INVOICE,6.0
38,NUMBER,6.0
39,INVOICE,6.0
40,DATE,6.0
41,CUSTOMER,6.0
42,NUMBER,6.0
43,75,7.0
44,Remittance,7.0
45,"Drive,",7.0
46,Suite,7.0
47,1515,7.0
48,JD12804,7.0
49,04/20/23,7.0
50,4637575,7.0
51,"Chicago,",8.0
52,IL,8.0
53,60675-1515,8.0
54,SUBTOTAL,9.0
55,SHIPPING,9.0
56,SALES,9.0
57,TAX,9.0
58,RETURN,10.0
59,SERVICE,10.0
60,REQUESTED,10.0
61,"$1,295.12",11.0
62,$0.00,11.0
63,$0.00,11.0
64,DUE,12.0
65,DATE,12.0
66,AMOUNT,12.0
67,DUE,12.0
68,05/20/23,13.0
69,"$1,295.12",13.0
70,CDW,14.0
71,Government,14.0
72,WASHINGTON,15.0
73,SUBURBAN,15.0
74,SANITARY,15.0
75,COMM,15.0
76,75,15.0
77,Remittance,15.0
78,Drive,15.0
79,14501,16.0
80,SWEITZER,16.0
81,LN,16.0
82,Suite,16.0
83,1515,16.0
84,LAUREL,17.0
85,MD,17.0
86,20707-5901,17.0
87,"Chicago,",17.0
88,IL,17.0
89,60675-1515,17.0
90,USA,18.0
91,USA,19.0
92,PLEASE,20.0
93,RETURN,20.0
94,THIS,20.0
95,PORTION,20.0
96,WITH,20.0
97,YOUR,20.0
98,PAYMENT,20.0
99,INVOICE,21.0
100,DATE,21.0
101,INVOICE,21.0
102,NUMBER,21.0
103,PAYMENT,21.0
104,TERMS,21.0
105,DUE,21.0
106,DATE,21.0
107,04/20/23,22.0
108,JD12804,22.0
109,Net,22.0
110,30,22.0
111,Days,22.0
112,05/20/23,22.0
113,ORDER,23.0
114,DATE,23.0
115,SHIP,23.0
116,VIA,23.0
117,PURCHASE,23.0
118,ORDER,23.0
119,NUMBER,23.0
120,CUSTOMER,23.0
121,NUMBER,23.0
122,03/13/23,24.0
123,ELECTRONIC,24.0
124,DISTRIBUTION,24.0
125,163536-0,24.0
