,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,720ABAF9-C914-4120-B932-3D7AE668F306,1.0
4,NAVEX,2.0
5,RECEIVED,2.0
6,Invoice,2.0
7,NOV,3.0
8,13,3.0
9,2023,3.0
10,Invoice,4.0
11,#:,4.0
12,INV-696059,4.0
13,WSSCWATER,5.0
14,ACCOUNTS,6.0
15,PAYABLE,6.0
16,SECTION,6.0
17,Invoice,6.0
18,Date:,6.0
19,11/6/2023,6.0
20,Bill,7.0
21,To,7.0
22,Ship,7.0
23,To,7.0
24,Amount,7.0
25,Due:,7.0
26,Washington,8.0
27,Suburban,8.0
28,Sanitary,8.0
29,Washington,8.0
30,Suburban,8.0
31,Sanitary,8.0
32,Commission,9.0
33,Commission,9.0
34,"$1,176.68",9.0
35,Larry,10.0
36,Carr,10.0
37,Larry,10.0
38,Carr,10.0
39,14501,11.0
40,Sweitzer,11.0
41,Lane,11.0
42,14501,11.0
43,Sweitzer,11.0
44,Lane,11.0
45,Laurel,12.0
46,MD,12.0
47,20707,12.0
48,Laurel,12.0
49,MD,12.0
50,20707,12.0
51,Due,12.0
52,Date,12.0
53,12/11/2023,12.0
54,United,13.0
55,States,13.0
56,United,13.0
57,States,13.0
58,Order,14.0
59,Description,14.0
60,Terms,14.0
61,Per,15.0
62,Order,15.0
63,Form,15.0
64,No.622751,15.0
65,executed,15.0
66,on,15.0
67,11/6/2023,15.0
68,Net,15.0
69,35,15.0
70,Service,16.0
71,Term:,16.0
72,11/6/2023-11/4/2024,16.0
73,Fees,17.0
74,invoiced,17.0
75,100%,17.0
76,upon,17.0
77,execution,17.0
78,PO:,18.0
79,159380,18.0
80,Item,19.0
81,Quantity,19.0
82,Amount,19.0
83,Standard,20.0
84,Additional,20.0
85,Global,20.0
86,Telephony,20.0
87,Subscription,20.0
88,1,20.0
89,$626.68,20.0
90,Additional,21.0
91,Telephony,21.0
92,Change,21.0
93,Fee,21.0
94,1,21.0
95,$550.00,21.0
96,Subtotal,22.0
97,"$1,176.68",22.0
98,Tax,23.0
99,Total,23.0
100,$0.00,23.0
101,11/20/2023,24.0
102,-,24.0
103,received,24.0
104,in,24.0
105,IT,24.0
106,Invoice,24.0
107,mailbox,24.0
108,Total,25.0
109,"$1,176.68",25.0
110,Payments/Credits,26.0
111,$0.00,26.0
112,Balance,27.0
113,Due,27.0
114,"$1,176.68",27.0
115,DocuSigned,28.0
116,by:,28.0
117,4077E2ECEEA6440.,29.0
118,DocuSigned,30.0
119,by:,30.0
120,DE69219CA88F4BC,31.0
121,Nov,32.0
122,"27,",32.0
123,2023,32.0
124,I,32.0
125,1:55,32.0
126,PM,32.0
127,EST,32.0
128,Questions?,33.0
129,Email,33.0
130,AR@navex.com,33.0
131,or,33.0
132,call,33.0
133,+1-866-543-7702,33.0
134,Please,34.0
135,remit,34.0
136,payment,34.0
137,using,34.0
138,the,34.0
139,following,34.0
140,instructions:,34.0
141,Wire/ACH,35.0
142,Instructions:,35.0
143,Mail,35.0
144,payments,35.0
145,to:,35.0
146,Wells,36.0
147,Fargo,36.0
148,Bank,36.0
149,NAVEX,36.0
150,"Global,",36.0
151,Inc.,36.0
152,NAVEX,37.0
153,Global,37.0
154,Inc.,37.0
155,PO,37.0
156,Box,37.0
157,60941,37.0
158,Account,38.0
159,No:,38.0
160,2000014800317,38.0
161,"Charlotte,",38.0
162,NC,38.0
163,28260-0941,38.0
164,Routing,39.0
165,No:,39.0
166,121000248,39.0
167,SWIFT:,40.0
168,WFBIUS6S,40.0
169,CHIPS:,41.0
170,0407,41.0
171,Federal,42.0
172,Tax,42.0
173,ID,42.0
174,#,42.0
175,03-0513136,42.0
176,Navex,43.0
177,"Global,",43.0
178,Inc,43.0
179,Federal,43.0
180,Tax,43.0
181,ID,43.0
182,#,43.0
183,03-0513136,43.0
184,5500,44.0
185,Meadows,44.0
186,"Rd.,",44.0
187,Ste,44.0
188,500.,44.0
189,Lake,44.0
190,"Oswego,",44.0
191,OR,44.0
192,97035,44.0
193,United,44.0
194,States,44.0
195,Customer,44.0
196,No.,44.0
197,C019405,44.0
198,1,44.0
199,of,44.0
200,1,44.0
