,Object,Custom_LineNum
0,INVOICE,1.0
1,BILLED,2.0
2,TO:,2.0
3,Invoice,2.0
4,No.,2.0
5,12345,2.0
6,Imani,3.0
7,Olowe,3.0
8,16,3.0
9,June,3.0
10,2025,3.0
11,+123-456-7890,4.0
12,63,5.0
13,Ivy,5.0
14,"Road,",5.0
15,"Hawkville,",5.0
16,"GA,",5.0
17,USA,5.0
18,31036,5.0
19,Item,6.0
20,Quantity,6.0
21,Unit,6.0
22,Price,6.0
23,Total,6.0
24,Eggshell,7.0
25,Camisole,7.0
26,Top,7.0
27,1,7.0
28,$123,7.0
29,$123,7.0
30,Cuban,8.0
31,Collar,8.0
32,Shirt,8.0
33,2,8.0
34,$127,8.0
35,$254,8.0
36,Floral,9.0
37,Cotton,9.0
38,Dress,9.0
39,1,9.0
40,$123,9.0
41,$123,9.0
42,Subtotal,10.0
43,$500,10.0
44,Tax,11.0
45,(0%),11.0
46,$0,11.0
47,Total,12.0
48,$500,12.0
49,Thank,13.0
50,you!,13.0
51,PAYMENT,14.0
52,INFORMATION,14.0
53,Briard,15.0
54,Bank,15.0
55,Account,16.0
56,Name:,16.0
57,Samira,16.0
58,Hadid,16.0
59,Account,17.0
60,No.:,17.0
61,123-456-7890,17.0
62,Samira,17.0
63,Hadid,17.0
64,Pay,18.0
65,by:,18.0
66,5,18.0
67,July,18.0
68,2025,18.0
69,123,18.0
70,Anywhere,18.0
71,"St.,",18.0
72,Any,18.0
73,"City,",18.0
74,ST,18.0
75,12345,18.0
