,Object,Custom_LineNum
0,AP,1.0
1,DATE,2.0
2,STAMP,3.0
3,CAS,3.0
4,Severn,3.0
5,11/17,3.0
6,Intelligent,4.0
7,Answers.,4.0
8,INVOICE,5.0
9,Date,6.0
10,9/30/2020,6.0
11,Invoice,6.0
12,#,6.0
13,3005751,6.0
14,Customer,7.0
15,PO#,7.0
16,"133654,",7.0
17,0,7.0
18,Bill,8.0
19,To:,8.0
20,Washington,8.0
21,Suburban,8.0
22,Sanitary,8.0
23,Ship,8.0
24,To:,8.0
25,Washington,8.0
26,Suburban,8.0
27,Sanitary,8.0
28,Commission,8.0
29,Commission,9.0
30,Ghion,10.0
31,Endalew,10.0
32,nion.Endalew@wsscwater.com,11.0
33,14501,12.0
34,Sweitzer,12.0
35,Lane,12.0
36,"Laurel,",13.0
37,MD,13.0
38,20707,13.0
39,RECEIVED,13.0
40,14501,13.0
41,Sweitzer,13.0
42,Lane,13.0
43,Attn:,14.0
44,Finance/Disbursements,14.0
45,Group,14.0
46,Richard,14.0
47,G.,14.0
48,Hocevar,14.0
49,Bldg.,14.0
50,"Laurel,",15.0
51,MD,15.0
52,20707,15.0
53,NOV,16.0
54,1_7_2020,16.0
55,Federal,17.0
56,ID,17.0
57,#52-1116968,17.0
58,DUNS#,17.0
59,038988648,17.0
60,ACCOUNTS,18.0
61,Ln,19.0
62,#,19.0
63,Qty,19.0
64,Mfg.,19.0
65,Part,19.0
66,Number,19.0
67,Description,19.0
68,SN,19.0
69,Unit,19.0
70,Price,19.0
71,Ext.,19.0
72,Price,19.0
73,1,20.0
74,1,20.0
75,PPHM,20.0
76,ProLiant,20.0
77,DL580,20.0
78,G9,20.0
79,CTO,20.0
80,MXQ72904KD,20.0
81,"$1,401.55",20.0
82,"$1,401.55",20.0
83,Chassis,21.0
84,-,21.0
85,ParkView,21.0
86,Support,21.0
87,ParkView,22.0
88,Hardware,22.0
89,Monitoring,22.0
90,~,22.0
91,x86,23.0
92,Server,23.0
93,SLA,24.0
94,7x24x4,24.0
95,POP:,25.0
96,07/22/2020-07/21/2021,25.0
97,2,26.0
98,1,26.0
99,PPHM,26.0
100,ProLiant,26.0
101,DL580,26.0
102,G9,26.0
103,CTO,26.0
104,MXQ72904KF,26.0
105,"$1,401.55",26.0
106,"$1,401.55",26.0
107,Chassis,27.0
108,-,27.0
109,ParkView,27.0
110,Support,27.0
111,ParkView,28.0
112,Hardware,28.0
113,Monitoring,28.0
114,x86,29.0
115,Server,29.0
116,SLA,30.0
117,7x24x4,30.0
118,POP:,31.0
119,07/22/2020-07/21/2021,31.0
120,3,32.0
121,1,32.0
122,PPHM,32.0
123,ProLiant,32.0
124,DL380p,32.0
125,G8,32.0
126,CTO,32.0
127,8SFF,32.0
128,2M234002JW,32.0
129,$700.65,32.0
130,$700.65,32.0
131,Chassis,33.0
132,-,33.0
133,ParkView,33.0
134,Support,33.0
135,ParkView,34.0
136,Hardware,34.0
137,Monitoring,34.0
138,~,34.0
139,x86,35.0
140,Server,35.0
141,SLA,36.0
142,7x24x4,36.0
143,POP:,37.0
144,07/22/2020-07/21/2021,37.0
145,4,38.0
146,1,38.0
147,PPHM,38.0
148,ProLiant,38.0
149,DL580,38.0
150,G7,38.0
151,CTO,38.0
152,"$1,163.51",38.0
153,"$1,163.51",38.0
154,Chassis,39.0
155,-,39.0
156,ParkView,39.0
157,Support,39.0
158,ParkView,40.0
159,Hardware,40.0
160,Monitoring,40.0
161,~,40.0
162,x86,41.0
163,Server,41.0
164,SLA:,42.0
165,7x24x4,42.0
166,REMIT,43.0
167,CHECK,43.0
168,BY/TO:,43.0
169,WIRE,43.0
170,TRANSFER:,43.0
171,DUE,44.0
172,UPON,44.0
173,RECEIPT,44.0
174,Routing/ABA,44.0
175,#,44.0
176,026009593,44.0
177,OR,45.0
178,CAS,45.0
179,"Severn,",45.0
180,Inc.,45.0
181,Account,45.0
182,#25-6501-8405,45.0
183,6201,46.0
184,Chevy,46.0
185,Chase,46.0
186,Drive,46.0
187,"Laurel,",47.0
188,MD,47.0
189,20707,47.0
190,ACH,47.0
191,TRANSFER:,47.0
192,Routing/ABA#052001633,48.0
193,Account,49.0
194,#25-6501-8405,49.0
195,1,50.0
196,of,50.0
197,5,50.0
