,Object,Custom_LineNum
0,PURCHASE,1.0
1,ORDER,1.0
2,PURCHASE,1.0
3,ORDER,1.0
4,NO.,1.0
5,CHANGE,1.0
6,ORDER,1.0
7,NO.,1.0
8,P00081350,2.0
9,WSSC,3.0
10,PROCUREMENT,3.0
11,OFFICE,3.0
12,SHOW,4.0
13,THIS,4.0
14,ORDER,4.0
15,NUMBER,4.0
16,ON,4.0
17,ALL,4.0
18,"SHIPMENTS,",4.0
19,CORRESPONDENCE,4.0
20,AND,5.0
21,INVOICES,5.0
22,Where,6.0
23,Water,6.0
24,Matters,6.0
25,DATE,7.0
26,02-22-18,7.0
27,1,7.0
28,PAGE,7.0
29,Vendor:,8.0
30,SIRIUS,8.0
31,"COMPUTER,",8.0
32,INC.,8.0
33,ID,8.0
34,S2618,8.0
35,PLANT:,8.0
36,099,8.0
37,10100,9.0
38,REUNION,9.0
39,"PLAZA,",9.0
40,SUITE,9.0
41,500,9.0
42,PAYMENT,9.0
43,TERMS,9.0
44,SAN,10.0
45,ANTONIO,10.0
46,TX,10.0
47,78216,10.0
48,NET,10.0
49,030,10.0
50,FOB,11.0
51,DEST/ELECTRONIC,12.0
52,206-7719,13.0
53,SHIPPING,13.0
54,TERMS,13.0
55,PHONE:,13.0
56,TAMARA,14.0
57,AW,14.0
58,Ship,15.0
59,To:,15.0
60,BY:,15.0
61,WASHINGTON,16.0
62,SUBURBAN,16.0
63,SANITARY,16.0
64,COMMISSION,16.0
65,79000,16.0
66,SECTION:,16.0
67,RICHARD,17.0
68,G.,17.0
69,HOCEVAR,17.0
70,BLDG.,17.0
71,VENDOR,17.0
72,PHONE,17.0
73,#,17.0
74,14501,18.0
75,SWEITZER,18.0
76,LN,18.0
77,LAUREL,19.0
78,MD,19.0
79,20707-5901,19.0
80,QUESTIONS,19.0
81,CONCERNING,19.0
82,THIS,19.0
83,ORDER,19.0
84,SHOULD,19.0
85,BE,19.0
86,REFERRED,19.0
87,TO,20.0
88,THE,20.0
89,BUYER:,20.0
90,ANGELA,20.0
91,GASKINS,20.0
92,SEE,21.0
93,LINE,21.0
94,ITEMS,21.0
95,PHONE:,21.0
96,301-206-,21.0
97,8271,21.0
98,THE,22.0
99,PURCHASE,22.0
100,ORDER,22.0
101,NUMBER,22.0
102,MUST,22.0
103,BE,22.0
104,LEGIBLY,22.0
105,WRITTEN,22.0
106,ON,22.0
107,THE,22.0
108,OUTSIDE,22.0
109,OF,22.0
110,EACH,22.0
111,FOR,22.0
112,PAYMENT,22.0
113,INVOICE,22.0
114,IN,22.0
115,DUPLICATE:,22.0
116,14501,22.0
117,SWEITZER,22.0
118,"LANE,",22.0
119,BOX,23.0
120,OR,23.0
121,CARTON,23.0
122,DELIVERED.,23.0
123,FAILURE,23.0
124,TO,23.0
125,DO,23.0
126,so,23.0
127,WILL,23.0
128,BE,23.0
129,JUST,23.0
130,CAUSE,23.0
131,TO,23.0
132,REFUSE,23.0
133,THE,23.0
134,"LAUREL,",23.0
135,MD,23.0
136,20707-5902,23.0
137,ATTENTION:,23.0
138,DISBURSEMENTS,23.0
139,OFFICE,23.0
140,SHIPMENT.,24.0
141,DESCRIPTION,25.0
142,UOM,25.0
143,QUANTITY,25.0
144,UNIT,25.0
145,PRICE,25.0
146,EXTENSION,25.0
147,PLEASE,26.0
148,NOTE,26.0
149,DELIVERIES,26.0
150,TO,26.0
151,THE,26.0
152,RICHARD,26.0
153,G.,26.0
154,HOCEVAR,26.0
155,BLDG.,26.0
156,ARE,26.0
157,RESTRICTED,26.0
158,TO,27.0
159,BETWEEN,27.0
160,THE,27.0
161,HOURS,27.0
162,OF:,27.0
163,7:00,27.0
164,AM,27.0
165,AND,27.0
166,3:30,27.0
167,"PM,",27.0
168,MONDAY,27.0
169,THROUGH,27.0
170,"FRIDAY,",27.0
171,EXCEPT,28.0
172,WSSC,28.0
173,HOLIDAYS.,28.0
174,DELIVERIES,28.0
175,ARE,28.0
176,TO,28.0
177,BE,28.0
178,MADE,28.0
179,TO,28.0
180,THE,28.0
181,LOWER,28.0
182,LEVEL,28.0
183,ENTRY,29.0
184,ROAD,29.0
185,ON,29.0
186,THE,29.0
187,SOUTH,29.0
188,SIDE,29.0
189,OF,29.0
190,THE,29.0
191,BUILDING.,29.0
192,INVOICES,30.0
193,WILL,30.0
194,NOT,30.0
195,BE,30.0
196,HONORED,30.0
197,UNLESS,30.0
198,THE,30.0
199,INVOICE,30.0
200,MATCHES,30.0
201,THE,30.0
202,VENDOR,31.0
203,"NAME,",31.0
204,LINE,31.0
205,ITEM(S),31.0
206,AND,31.0
207,UNIT,31.0
208,PRICE,31.0
209,(S),31.0
210,SHOWN,31.0
211,ON,31.0
212,THIS,31.0
213,PURCHASE,32.0
214,ORDER,32.0
215,CONTRACT,33.0
