,Object,Custom_LineNum
0,INVOICE,1.0
1,ELECTRONIC,2.0
2,SERVICE,2.0
3,Invoice,2.0
4,No,2.0
5,:,2.0
6,33667888888,2.0
7,Date,2.0
8,:,2.0
9,8/07/202X,2.0
10,Account,3.0
11,No,3.0
12,:,3.0
13,5788899879,3.0
14,PAY,4.0
15,TO,4.0
16,Name,5.0
17,:,5.0
18,Ramadhani,5.0
19,Telp.,6.0
20,:,6.0
21,09988876546,6.0
22,BILL,7.0
23,TO,7.0
24,Email,7.0
25,:,7.0
26,dhannn44@gmail.com,7.0
27,ELECTRONICA,8.0
28,CENTRE,8.0
29,Graha,9.0
30,Street,9.0
31,City,9.0
32,No.,9.0
33,3342,9.0
34,BANK,9.0
35,TRANSFER,9.0
36,Telp.,10.0
37,99705555557,10.0
38,Add,10.0
39,your,10.0
40,detail,10.0
41,bank,10.0
42,address,10.0
43,for,10.0
44,payment,11.0
45,your,11.0
46,invoice,11.0
47,Item,12.0
48,Description,12.0
49,Qty.,12.0
50,Total,12.0
51,Computer,13.0
52,Service,13.0
53,8,13.0
54,"$134,88",13.0
55,For,14.0
56,your,14.0
57,description,14.0
58,about,14.0
59,item,14.0
60,service,14.0
61,Fan,15.0
62,Service,15.0
63,7,15.0
64,"$122,99",15.0
65,For,16.0
66,your,16.0
67,description,16.0
68,about,16.0
69,item,16.0
70,service,16.0
71,Iron,17.0
72,Service,17.0
73,5,17.0
74,"$98,00",17.0
75,For,18.0
76,your,18.0
77,description,18.0
78,about,18.0
79,item,18.0
80,service,18.0
81,TOTAL,19.0
82,$,19.0
83,TERM,20.0
84,&,20.0
85,CONDITIONS,20.0
86,For,21.0
87,description,21.0
88,your,21.0
89,term,21.0
90,and,21.0
91,Signature,22.0
92,conditions,22.0
93,about,22.0
94,invoice,22.0
95,NOTES,23.0
96,:,23.0
97,THANKS,23.0
98,Add,24.0
99,your,24.0
100,notes,24.0
101,if,24.0
102,needed,24.0
103,for,24.0
104,detailed,25.0
105,the,25.0
106,invoice,25.0
