,Object,Custom_LineNum
0,invoice,1.0
1,LOGO,1.0
2,FROM,2.0
3,INVOICE,2.0
4,#,2.0
5,US-001,2.0
6,East,3.0
7,Repair,3.0
8,Inc.,3.0
9,INVOICE,3.0
10,DATE,3.0
11,11/02/2019,3.0
12,1912,4.0
13,Harvest,4.0
14,Lane,4.0
15,P.O.,4.0
16,#,4.0
17,2312/2019,4.0
18,New,5.0
19,"York,",5.0
20,NY,5.0
21,12210,5.0
22,DUE,6.0
23,DATE,6.0
24,26/02/2019,6.0
25,BILL,7.0
26,TO,7.0
27,SHIP,7.0
28,TO,7.0
29,John,8.0
30,Smith,8.0
31,John,8.0
32,Smith,8.0
33,2,9.0
34,Court,9.0
35,Square,9.0
36,3787,9.0
37,Pineview,9.0
38,Drive,9.0
39,New,10.0
40,"York,",10.0
41,NY,10.0
42,12210,10.0
43,"Cambridge,",10.0
44,MA,10.0
45,12210,10.0
46,QTY,11.0
47,DESCRIPTION,11.0
48,UNIT,11.0
49,PRICE,11.0
50,AMOUNT,11.0
51,1,12.0
52,Front,12.0
53,and,12.0
54,rear,12.0
55,brake,12.0
56,cables,12.0
57,100.00,12.0
58,100.00,12.0
59,2,13.0
60,New,13.0
61,set,13.0
62,of,13.0
63,pedal,13.0
64,arms,13.0
65,15.00,13.0
66,30.00,13.0
67,3,14.0
68,Labor,14.0
69,3hrs,14.0
70,5.00,14.0
71,15.00,14.0
72,Subtotal,15.0
73,145.00,15.0
74,Sales,16.0
75,Tax,16.0
76,6.25%,16.0
77,9.06,16.0
78,TOTAL,17.0
79,$154.06,17.0
80,John_Smith,18.0
81,TERMS,19.0
82,&,19.0
83,CONDITIONS,19.0
84,Payment,20.0
85,is,20.0
86,due,20.0
87,within,20.0
88,15,20.0
89,days,20.0
90,Please,21.0
91,make,21.0
92,checks,21.0
93,payable,21.0
94,to:,21.0
95,East,21.0
96,Repair,21.0
97,Inc.,21.0
