,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,30CD2A5D-2CEA-4C68-A5A1-F3A56598DD93,1.0
4,11437,1.0
5,Chicago,2.0
6,Solt,2.0
7,LTD,2.0
8,INVOICE,3.0
9,Billing,4.0
10,Contact,4.0
11,WSSC,4.0
12,Invoice,4.0
13,Mailbox,4.0
14,Invoice,4.0
15,Number,4.0
16,M2300023087,4.0
17,Account,5.0
18,Name,5.0
19,WSSC,5.0
20,Invoice,5.0
21,Date,5.0
22,10/4/2023,5.0
23,Billing,6.0
24,Address,6.0
25,14501,6.0
26,Sweitzer,6.0
27,Lane,6.0
28,Federal,6.0
29,Tax,6.0
30,ID:,6.0
31,36-3224053,6.0
32,3rd,7.0
33,FL,7.0
34,Computer,7.0
35,Room,7.0
36,Site,7.0
37,ID,7.0
38,065000,7.0
39,"Laurel,",8.0
40,MD,8.0
41,20707,8.0
42,Purchase,8.0
43,Order_/,8.0
44,164602-0,8.0
45,Ref,9.0
46,#,9.0
47,Renewal,10.0
48,Period,10.0
49,-,10.0
50,3/31/2024,10.0
51,through,10.0
52,3/30/2025,10.0
53,Maintenance,11.0
54,for,11.0
55,MVS/QuickRef,11.0
56,Software,11.0
57,"Product,",11.0
58,beginning,11.0
59,on,11.0
60,3/31/2024,11.0
61,and,11.0
62,ending,11.0
63,on,11.0
64,"3/30/2025,",11.0
65,per,11.0
66,license,11.0
67,agreement,12.0
68,number,12.0
69,9211253.,12.0
70,DocuSigned,12.0
71,by:,12.0
72,QuickRef,13.0
73,Admin,13.0
74,is,13.0
75,WSSC,13.0
76,Mainframe,13.0
77,Team,13.0
78,DE69219CA88F4BC,14.0
79,License,15.0
80,Details,15.0
81,Type:,15.0
82,"MIPS,",15.0
83,Size,15.0
84,130,15.0
85,Oct,16.0
86,"18,",16.0
87,2023,16.0
88,I,16.0
89,4:40,16.0
90,PM,16.0
91,EDT,16.0
92,Current,17.0
93,CPUs,17.0
94,Manufacturer,18.0
95,Model,18.0
96,Type,18.0
97,MCI,18.0
98,SN#,18.0
99,CPU,18.0
100,Group,18.0
101,IBM,19.0
102,2818,19.0
103,G02,19.0
104,4FC7,19.0
105,60,19.0
106,RECEIVED,20.0
107,Invoice,21.0
108,Sub,21.0
109,Total,21.0
110,USD,21.0
111,"07,673.00",21.0
112,OCT,22.0
113,04,22.0
114,2023,22.0
115,Tax,22.0
116,Rate,22.0
117,0.000%,22.0
118,Tax,23.0
119,USD,23.0
120,0.00,23.0
121,WSSCWATER,23.0
122,ACCOUNTS,24.0
123,PAYABLE,24.0
124,SECTION,24.0
125,Invoice,24.0
126,Total,24.0
127,USD,24.0
128,"7,673.00",24.0
129,Payment,25.0
130,Terms,25.0
131,Payment,25.0
132,is,25.0
133,due,25.0
134,prior,25.0
135,to,25.0
136,the,25.0
137,start,25.0
138,of,25.0
139,the,25.0
140,Renewal,25.0
141,"Period,",25.0
142,referenced,25.0
143,"above,",25.0
144,unless,25.0
145,previously,25.0
146,agreed,25.0
147,to,25.0
148,in,25.0
149,writing,25.0
150,by,25.0
151,both,25.0
152,parties.,26.0
153,Amounts,26.0
154,that,26.0
155,are,26.0
156,more,26.0
157,than,26.0
158,30,26.0
159,days,26.0
160,overdue,26.0
161,will,26.0
162,be,26.0
163,assessed,26.0
164,a,26.0
165,late,26.0
166,fee,26.0
167,of,26.0
168,1%,26.0
169,per,26.0
170,"month,",26.0
171,or,26.0
172,as,26.0
173,indicated,26.0
174,in,26.0
175,the,26.0
176,applicable,27.0
177,License,27.0
178,Agreement.,27.0
179,IT,28.0
180,10/11,29.0
181,Title,30.0
182,to,30.0
183,this,30.0
184,product,30.0
185,remains,30.0
186,exclusively,30.0
187,with,30.0
188,seller,30.0
189,and,30.0
190,any,30.0
191,provision,30.0
192,to,30.0
193,the,30.0
194,contrary,30.0
195,on,30.0
196,a,30.0
197,purchase,30.0
198,"order,",30.0
199,contract,30.0
200,or,30.0
201,other,30.0
202,document,30.0
203,is,30.0
204,void.,30.0
205,Chicago-Soft's,31.0
206,obligation,31.0
207,to,31.0
208,perform,31.0
209,is,31.0
210,conditioned,31.0
211,on,31.0
212,Licensee's,31.0
213,acceptance,31.0
214,of,31.0
215,all,31.0
216,material,31.0
217,terms,31.0
218,set,31.0
219,forth,31.0
220,in,31.0
221,the,31.0
222,invoice,31.0
223,and,31.0
224,the,31.0
225,underlying,31.0
226,license,32.0
227,agreement.,32.0
228,Any,32.0
229,alteration,32.0
230,or,32.0
231,limitation,32.0
232,in,32.0
233,any,32.0
234,subsequent,32.0
235,written,32.0
236,or,32.0
237,oral,32.0
238,communication,32.0
239,from,32.0
240,Licensee,32.0
241,will,32.0
242,be,32.0
243,invalid,32.0
244,unless,32.0
245,expressly,32.0
246,agreed,33.0
247,to,33.0
248,by,33.0
249,"Chicago-Soft,",33.0
250,Ltd.,33.0
251,NEW,34.0
252,REMIT,34.0
253,TO,34.0
254,2456,35.0
255,Christian,35.0
256,St.,35.0
257,U1,35.0
258,-,35.0
259,White,35.0
260,River,35.0
261,"Junction,",35.0
262,VT,35.0
263,05001,35.0
264,Phone,36.0
265,802-281-6766,36.0
266,Email:,37.0
267,invoice@chicago-soft.com,37.0
