,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,E46705DE-E6B2-471F-99BC-23ADF73B27CE,1.0
4,Qty,2.0
5,Item,2.0
6,Rate,2.0
7,Amount,2.0
8,1,3.0
9,SUB-NR-INTRA-PLT-T1,3.0
10,$3180,3.0
11,"$3,180.00",3.0
12,Subscription,4.0
13,-,4.0
14,Intra,4.0
15,Platform,4.0
16,License,4.0
17,-,4.0
18,Tier,4.0
19,1,4.0
20,Period,5.0
21,of,5.0
22,Performance:,5.0
23,2/18/2024,5.0
24,through,5.0
25,2/17/2025,5.0
26,1,6.0
27,SUB-NR-WKFL-PKTR-T1,6.0
28,$600,6.0
29,$600.00,6.0
30,Subscription-Intra,7.0
31,Package,7.0
32,Tracking,7.0
33,Workflow,7.0
34,License,7.0
35,-,7.0
36,Tier,7.0
37,1,7.0
38,Period,8.0
39,of,8.0
40,Performance:,8.0
41,2/18/2024,8.0
42,through,8.0
43,2/17/2025,8.0
44,1,9.0
45,DIS-ALIGN,9.0
46,$-3156,9.0
47,"($3,156.00)",9.0
48,Alignment,10.0
49,Discount,10.0
50,(Legacy,10.0
51,Customer),10.0
52,Period,11.0
53,of,11.0
54,Performance:,11.0
55,2/18/2024,11.0
56,through,11.0
57,2/17/2025,11.0
58,Subtotal,12.0
59,"$4,992.00",12.0
60,Freight,13.0
61,$0.00,13.0
62,Tax,14.0
63,Total,14.0
64,$0.00,14.0
65,Total,15.0
66,(USD),15.0
67,"$4,992.00",15.0
68,Amount,16.0
69,Paid,16.0
70,$0.00,16.0
71,Amount,17.0
72,Due,17.0
73,"$4,992.00",17.0
74,Tracking,18.0
75,#,18.0
76,PAYMENT,19.0
77,OPTIONS,19.0
78,For,20.0
79,your,20.0
80,"convenience,",20.0
81,SCLogic,20.0
82,accepts,20.0
83,the,20.0
84,following,20.0
85,payment,20.0
86,methods:,20.0
87,ACH,21.0
88,Payments:,21.0
89,First,21.0
90,National,21.0
91,Bank,21.0
92,Account,22.0
93,Name:,22.0
94,SCLogic,22.0
95,LLC,22.0
96,Routing,23.0
97,#:,23.0
98,043318092,23.0
99,Account,24.0
100,#:,24.0
101,1600023401,24.0
102,Credit,25.0
103,Card:,25.0
104,To,25.0
105,pay,25.0
106,via,25.0
107,credit,25.0
108,"card,",25.0
109,please,25.0
110,call,25.0
111,443-924-6653,25.0
112,or,25.0
113,888-700-7027,25.0
114,x233,25.0
115,or,25.0
116,email,26.0
117,accountsreceivable@sclogic.com.,26.0
118,Check:,27.0
119,Via,27.0
120,USPS,27.0
121,"mail,",27.0
122,UPS,27.0
123,or,27.0
124,FedEx:,27.0
125,"SCLogic,",28.0
126,LLC,28.0
127,ATTN:,29.0
128,Accounts,29.0
129,Receivable,29.0
130,275,30.0
131,West,30.0
132,Street,30.0
133,Suite,30.0
134,400,30.0
135,"Annapolis,",31.0
136,MD,31.0
137,21401,31.0
138,If,32.0
139,you,32.0
140,have,32.0
141,any,32.0
142,questions,32.0
143,concerning,32.0
144,this,32.0
145,"invoice,",32.0
146,please,32.0
147,do,32.0
148,not,32.0
149,hesitate,32.0
150,to,32.0
151,contact,32.0
152,us,32.0
153,via,32.0
154,the,32.0
155,information,32.0
156,above.,32.0
157,For,33.0
158,more,33.0
159,"information,",33.0
160,visit,33.0
161,our,33.0
162,website:,33.0
163,www.sclogic.com.,33.0
164,DocuSigned,34.0
165,by:,34.0
166,IT,35.0
167,4077E2ECEEA6440.,36.0
168,12/11,36.0
169,2,37.0
170,of,37.0
171,2,37.0
172,INV12052,38.0
