,Object,Custom_LineNum
0,Invoice,1.0
1,Studio,2.0
2,Rallia,2.0
3,123,3.0
4,Anywhere,3.0
5,"St.,",3.0
6,Any,3.0
7,"City,",3.0
8,ST,3.0
9,12345,3.0
10,123-456-7890,4.0
11,hello@reallygreatsite.com,5.0
12,Invoice,6.0
13,#:,6.0
14,123-456-7890,6.0
15,Billing,6.0
16,Period:,6.0
17,May,6.0
18,1,6.0
19,-,6.0
20,May,6.0
21,"31,",6.0
22,2030,6.0
23,Invoice,7.0
24,Date:,7.0
25,June,7.0
26,"2,",7.0
27,2030,7.0
28,Due,7.0
29,Date:,7.0
30,July,7.0
31,"1,",7.0
32,2030,7.0
33,Billed,8.0
34,to:,8.0
35,Client:,9.0
36,The,9.0
37,Wellhall,9.0
38,Hotel,9.0
39,Address:,10.0
40,123,10.0
41,Anywhere,10.0
42,"St.,",10.0
43,Any,10.0
44,"City,",10.0
45,ST,10.0
46,12345,10.0
47,Tax,11.0
48,ID:,11.0
49,123-456-7890,11.0
50,Description,12.0
51,Price,12.0
52,Qty.,12.0
53,Amount,12.0
54,Subtotal,13.0
55,Tax,14.0
56,Rate,14.0
57,(%),14.0
58,Tax,15.0
59,Total,16.0
