,Object,Custom_LineNum
0,MICHELLE,1.0
1,WRIGHT,1.0
2,1.0,1.0
3,LBS,1.0
4,LTR,1.0
5,1,1.0
6,OF,1.0
7,1,1.0
8,3012067080,2.0
9,WSSCWATER,3.0
10,14501,4.0
11,SWEITZER,4.0
12,LN,4.0
13,LAUREL,5.0
14,MD,5.0
15,20707,5.0
16,SHIP,6.0
17,TO:,6.0
18,AZTECA,7.0
19,SYSTEM,7.0
20,LLC,7.0
21,SUITE,8.0
22,24,8.0
23,11075,9.0
24,SOUTH,9.0
25,STATE,9.0
26,STREET,9.0
27,SANDY,10.0
28,UT,10.0
29,84070-5128,10.0
30,UT,11.0
31,841_9-22,11.0
32,FOR,12.0
33,UPS,12.0
34,NEXT,12.0
35,DAY,12.0
36,AIR,12.0
37,1,12.0
38,UPS,13.0
39,TRACKING,13.0
40,#:,13.0
41,1Z_272_749_01,13.0
42,9545,13.0
43,7611,13.0
44,BILLING:,14.0
45,P/P,14.0
46,Reference,15.0
47,#,15.0
48,1:,15.0
49,Michelle,15.0
50,Wright,15.0
51,TM,15.0
52,CS_23.6.00.,16.0
53,WNTNVS0,16.0
54,7.0A,16.0
55,02/2023*,16.0
