,Object,Custom_LineNum
0,RedmineCRM,1.0
1,Invoice,1.0
2,Company,2.0
3,representative,2.0
4,name,2.0
5,Your,3.0
6,company,3.0
7,address,3.0
8,Invoice,3.0
9,ID:,3.0
10,INV/20111209-22,3.0
11,Tax,4.0
12,ID,4.0
13,Invoice,4.0
14,date:,4.0
15,12/08/2011,4.0
16,phone:,5.0
17,fax:,6.0
18,Text,6.0
19,custom,6.0
20,field:,6.0
21,Visible,6.0
22,field,6.0
23,in,6.0
24,PDF,6.0
25,Bill,7.0
26,to:,7.0
27,"""Romashka""",7.0
28,Ltd.,7.0
29,1600,8.0
30,Amphitheatre,8.0
31,Parkway,8.0
32,Mountain,9.0
33,"View,",9.0
34,CA,9.0
35,94043,9.0
36,#,10.0
37,Description,10.0
38,Qty,10.0
39,Units,10.0
40,Unit,10.0
41,price,10.0
42,(EUR),10.0
43,Total,10.0
44,(EUR),10.0
45,1,11.0
46,Projecting,11.0
47,x1.0,11.0
48,hours,11.0
49,50.00,11.0
50,50.00,11.0
51,-,12.0
52,Context,12.0
53,menu,12.0
54,for,12.0
55,invoices,12.0
56,list,12.0
57,2,13.0
58,Develop,13.0
59,x17.0,13.0
60,hours,13.0
61,40.00,13.0
62,680.00,13.0
63,-,14.0
64,Invoice,14.0
65,number,14.0
66,format,14.0
67,template,14.0
68,.,15.0
69,(PRO),15.0
70,Duplicating,15.0
71,invoices,15.0
72,-,16.0
73,Language,16.0
74,support,16.0
75,-,17.0
76,Context,17.0
77,menu,17.0
78,for,17.0
79,invoices,17.0
80,list,17.0
81,3,18.0
82,Analysis,18.0
83,x3.0,18.0
84,hours,18.0
85,35.00,18.0
86,105.00,18.0
87,-,19.0
88,[PRO],19.0
89,Duplicating,19.0
90,invoices,19.0
91,-,20.0
92,Language,20.0
93,support,20.0
94,Sub,21.0
95,total:,21.0
96,835.00,21.0
97,Tax,22.0
98,(18.0%):,22.0
99,150.30,22.0
100,Discount,23.0
101,(10.0%):,23.0
102,-83.50,23.0
103,Total,24.0
104,(EUR):,24.0
105,901.80,24.0
106,Your,25.0
107,billing,25.0
108,information,25.0
109,"(Bank,",25.0
110,"Address,",25.0
111,"IBAN,",25.0
112,SWIFT,25.0
113,&,25.0
114,etc.),25.0
115,Was,26.0
116,ist,26.0
117,mit,26.0
118,Beschreibung,26.0
