,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,FC05436B-A497-4211-A1F8-2922BD84DADA,1.0
4,asg,2.0
5,A,2.0
6,Rocket?,2.0
7,Invoice,2.0
8,company,3.0
9,technologies?,4.0
10,3/31/2022,4.0
11,-,4.0
12,received,4.0
13,from,4.0
14,vendor,4.0
15,ASG,5.0
16,Technologies,5.0
17,"Group,",5.0
18,Inc.,5.0
19,USA,5.0
20,3/31/2022,5.0
21,-,5.0
22,sent,5.0
23,to,5.0
24,Disbursement,5.0
25,&,5.0
26,DocuSign,5.0
27,Page,5.0
28,#,5.0
29,:,5.0
30,1,5.0
31,77,6.0
32,4th,6.0
33,Avenue,6.0
34,4/12/2022,6.0
35,-,6.0
36,approvals,6.0
37,completed,6.0
38,in,6.0
39,IT,6.0
40,Invoice,6.0
41,#,6.0
42,:,6.0
43,A111086577,6.0
44,4/12/2022,7.0
45,-,7.0
46,received,7.0
47,and,7.0
48,sent,7.0
49,to,7.0
50,Disbursements,7.0
51,Waltham,8.0
52,MA,8.0
53,02451,8.0
54,REC264727,9.0
55,Date,9.0
56,:,9.0
57,3/31/2022,9.0
58,United,10.0
59,States,10.0
60,Customer,10.0
61,#,10.0
62,:,10.0
63,121000423,10.0
64,Sold,11.0
65,To,11.0
66,Ship,11.0
67,To,11.0
68,Washington,12.0
69,Suburban,12.0
70,Sanitary,12.0
71,Washington,12.0
72,Suburban,12.0
73,Sanitary,12.0
74,Commis.,13.0
75,Commis.,13.0
76,Remittance,13.0
77,Instructions,13.0
78,Below,13.0
79,Attn.,14.0
80,Finance/Disbursements,14.0
81,Group,14.0
82,14501,14.0
83,Sweitzer,14.0
84,Lane,14.0
85,14501,15.0
86,Sweitzer,15.0
87,Lane,15.0
88,Laurel,15.0
89,MD,15.0
90,20707-5902,15.0
91,Laurel,16.0
92,MD,16.0
93,20707,16.0
94,United,16.0
95,States,16.0
96,United,17.0
97,States,17.0
98,Customer,18.0
99,PO,18.0
100,Site,18.0
101,ID,18.0
102,Terms,18.0
103,153881-0,19.0
104,121000423,19.0
105,N30,19.0
106,Description,20.0
107,Amount,20.0
108,Maintenance,21.0
109,Term,21.0
110,"67,697.10",21.0
111,Mobius?-z/OS,22.0
112,(formerly,22.0
113,"ASG-ViewDirect?-MVS),",22.0
114,Mobius?-z/OS,22.0
115,-,22.0
116,Packet,22.0
117,Production,22.0
118,(formerly,22.0
119,ASG-,22.0
120,"ViewDirect@-MVS),",23.0
121,Mobius?-z/OS,23.0
122,-,23.0
123,VTAM,23.0
124,Server,23.0
125,(formerly,23.0
126,"ASG-ViewDirect?-MVS),",23.0
127,Mobius?-z/OS,23.0
128,-,23.0
129,Advanced,24.0
130,Laser,24.0
131,Printing,24.0
132,(formerly,24.0
133,"ASG-ViewDirect-MVS),",24.0
134,Mobius?-z/OS,24.0
135,-,24.0
136,Remote,24.0
137,Job,24.0
138,Output,24.0
139,(formerly,25.0
140,ASG-ViewDirect?-MVS),25.0
141,Maintenance,26.0
142,Fee,26.0
143,for,26.0
144,the,26.0
145,Period,26.0
146,of,26.0
147,3/28/2022,26.0
148,-,26.0
149,3/27/2023,26.0
150,If,27.0
151,you,27.0
152,have,27.0
153,any,27.0
154,questions,27.0
155,regarding,27.0
156,this,27.0
157,Invoice,27.0
158,please,27.0
159,contact,27.0
160,Sofia,27.0
161,Olvera,27.0
162,Avalos,27.0
163,at,27.0
164,sofia.olvera@asg.com,28.0
165,or,28.0
166,(239),28.0
167,435-2200,28.0
168,Remittance,29.0
169,Instructions,29.0
170,Please,30.0
171,Remit,30.0
172,Electronically,30.0
173,To:,30.0
174,If,30.0
175,Paying,30.0
176,by,30.0
177,"Check,",30.0
178,Remit,30.0
179,To:,30.0
180,ASG,31.0
181,Technologies,31.0
182,"Group,",31.0
183,Inc.,31.0
184,ASG,31.0
185,Technologies,31.0
186,"Group,",31.0
187,Inc.,31.0
188,Citibank,32.0
189,NA,32.0
190,PO,32.0
191,Box,32.0
192,2197,32.0
193,ABA:,33.0
194,021000089,33.0
195,Carol,33.0
196,"Stream,",33.0
197,IL,33.0
198,60132-2197,33.0
199,SWIFT:,34.0
200,CITIUS33,34.0
201,Acct:,35.0
202,31016558,35.0
203,Please,36.0
204,Record,36.0
205,Full,36.0
206,ASG,36.0
207,Invoice,36.0
208,Number,36.0
209,Page,37.0
210,1,37.0
211,of,37.0
212,2,37.0
