,Object,Custom_LineNum
0,INVOICE,1.0
1,2024,1.0
2,41st,2.0
3,Attn:Shawn,3.0
4,"Cook,",3.0
5,Ryan,3.0
6,"Maddock,",3.0
7,Accounting,3.0
8,wycarcap@sonypicturestv.com,4.0
9,R,4.0
10,C,4.0
11,E,4.0
12,To:,5.0
13,Mesquite,5.0
14,NM,5.0
15,Inc,5.0
16,FEB,5.0
17,21,5.0
18,2024,5.0
19,1600,6.0
20,Commercial,6.0
21,Street,6.0
22,By,6.0
23,An,6.0
24,ARC,7.0
25,NIM_07105,7.0
26,Date:,8.0
27,2/21/24,8.0
28,Project,9.0
29,Title:,9.0
30,TT,9.0
31,Invoice:,10.0
32,202430R,10.0
33,PO#598,10.0
34,DESCRIPTION,11.0
35,QUANTITY,11.0
36,UNIT,11.0
37,PRICE,11.0
38,COST,11.0
39,Prep,12.0
40,Hero/Interior,12.0
41,Chev,12.0
42,C10,12.0
43,1/24/24,12.0
44,-,12.0
45,2/20/24,12.0
46,4.0,12.0
47,$,12.0
48,600,12.0
49,$,12.0
50,"2,400",12.0
51,Weekly,13.0
52,Discounted,13.0
53,All,14.0
54,Picture,14.0
55,Cars,14.0
56,are,14.0
57,No,14.0
58,Damage,14.0
59,Rentals,14.0
60,unless,14.0
61,noted-,15.0
62,No,15.0
63,Stunts,15.0
64,unless,15.0
65,noted-,15.0
66,Return,15.0
67,Clean,15.0
68,and,16.0
69,with,16.0
70,Fuel,16.0
71,-,16.0
72,Graphics,16.0
73,not,16.0
74,included,16.0
75,in,16.0
76,rentals,16.0
77,-,16.0
78,Vehicles,17.0
79,must,17.0
80,be,17.0
81,returned,17.0
82,to,17.0
83,an,17.0
84,individual,17.0
85,at,17.0
86,Flat,17.0
87,"12,",18.0
88,leaving,18.0
89,car,18.0
90,and/or,18.0
91,keys,18.0
92,outside,18.0
93,does,18.0
94,not,18.0
95,constitute,19.0
96,a,19.0
97,returned,19.0
98,vehicle.,19.0
99,SUBTOTAL,20.0
100,$,20.0
101,"$_2,400.00",20.0
102,ENTERED,21.0
103,NM,21.0
104,TAX,21.0
105,$,21.0
106,183.00,21.0
107,7.625,22.0
108,3939,22.0
109,TOTAL,23.0
110,$,23.0
111,"2,583.00",23.0
112,PO#,24.0
113,598,24.0
114,O,24.0
115,BATON,24.0
116,Thank,25.0
117,you,25.0
118,for,25.0
119,your,25.0
120,business!,25.0
121,TRANS#,25.0
122,P.O.,25.0
123,Mangan,26.0
124,Railes,26.0
125,EPISODE#,26.0
126,02-250,26.0
127,eam,27.0
128,ACCT#,27.0
129,2930,27.0
130,as,27.0
131,DEPT,28.0
132,Flat,28.0
133,Twelve,28.0
134,Callers,28.0
135,APPROVAL,28.0
136,ACCOUNTING,29.0
137,1101,30.0
138,--,30.0
139,e,30.0
140,area,30.0
141,R,30.0
142,APPROVAL,31.0
143,OPM,32.0
144,Ihanuerane,33.0
145,NM,33.0
146,87101,33.0
147,APPROVAL,33.0
148,or,33.0
149,1/24,34.0
150,2/20,34.0
151,Hero,34.0
152,Gavy,34.0
153,coo,34.0
