,Object,Custom_LineNum
0,COMPANY,1.0
1,Simple,1.0
2,Invoice,1.0
3,EST.,2.0
4,2012,2.0
5,NAME,3.0
6,19/6/2020,3.0
7,Invoice,4.0
8,#:,4.0
9,INV-00004,4.0
10,Bill,5.0
11,to:,5.0
12,Company,6.0
13,Name,6.0
14,ABC,7.0
15,Company,7.0
16,Address,8.0
17,4121,9.0
18,Barfield,9.0
19,Lane,9.0
20,"Indianapolis,",10.0
21,"IN,",10.0
22,46225,10.0
23,Phone,11.0
24,Number,11.0
25,(555)_555-5555,12.0
26,Email,13.0
27,rich.glen@noemail.com,14.0
28,My,15.0
29,Products,15.0
30,Description,16.0
31,Quantity,16.0
32,Amount,16.0
33,Product,17.0
34,1,17.0
35,1,17.0
36,$26.69,17.0
37,Product,18.0
38,2,18.0
39,1,18.0
40,$53.38,18.0
41,Product,19.0
42,3,19.0
43,1,19.0
44,$133.44,19.0
45,Total,20.0
46,$213.51,20.0
47,If,21.0
48,you,21.0
49,have,21.0
50,any,21.0
51,questions,21.0
52,about,21.0
53,this,21.0
54,"invoice,",21.0
55,please,21.0
56,contact,21.0
57,555-5555555,22.0
58,example@example.com,23.0
