,Object,Custom_LineNum
0,COMPANY,1.0
1,NAME,1.0
2,INVOICE,1.0
3,Invoice,2.0
4,Number:,2.0
5,753,2.0
6,Date:,3.0
7,02/02/2022,3.0
8,Bill,4.0
9,from:,4.0
10,Bill,4.0
11,to:,4.0
12,Company,5.0
13,Name,5.0
14,Customer,5.0
15,Name,5.0
16,Street,6.0
17,"Address,",6.0
18,Zip,6.0
19,Code,6.0
20,Street,6.0
21,"Address,",6.0
22,Zip,6.0
23,Code,6.0
24,Phone,7.0
25,Number,7.0
26,Phone,7.0
27,Number,7.0
28,Item,8.0
29,Quantity,8.0
30,Rate,8.0
31,Tax,8.0
32,Amount,8.0
33,Hourly,9.0
34,Car,9.0
35,Rental,9.0
36,08,9.0
37,$11.00,9.0
38,0.00,9.0
39,$88.00,9.0
40,hour,10.0
41,per,10.0
42,hour,10.0
43,Weekly,11.0
44,Car,11.0
45,Rent,11.0
46,01,11.0
47,$328.00,11.0
48,0.00,11.0
49,$328.00,11.0
50,week,12.0
51,per,12.0
52,week,12.0
53,Monthly,13.0
54,Car,13.0
55,Rental,13.0
56,01,13.0
57,$47.00,13.0
58,0.00,13.0
59,$1410.00,13.0
60,month,14.0
61,per,14.0
62,day,14.0
63,Terms,15.0
64,&,15.0
65,Conditions:,15.0
66,Subtotal:,16.0
67,$1826.00,16.0
68,Discount:,17.0
69,$0.00,17.0
70,Tax:,18.0
71,$0.00,18.0
72,Paid:,19.0
73,$0.00,19.0
74,Total,20.0
75,$1826.00,20.0
