,Object,Custom_LineNum
0,bai,1.0
1,Innovative,2.0
2,Approach,2.0
3,Secure,3.0
4,Solutions,3.0
5,Blackwood,4.0
6,"Associates,",4.0
7,Inc.,4.0
8,Date,4.0
9,Invoice,4.0
10,#,4.0
11,1835-A,5.0
12,Forest,5.0
13,Drive,5.0
14,9/5/2015,5.0
15,7645-GM,5.0
16,"Annapolis,",6.0
17,MD,6.0
18,21401,6.0
19,Bill,7.0
20,To,7.0
21,Ship,7.0
22,To,7.0
23,WSSC,8.0
24,Washington,8.0
25,Suburban,8.0
26,Sanitary,8.0
27,Commission,8.0
28,14501,9.0
29,Sweitzer,9.0
30,Lane,9.0
31,Richard,9.0
32,G.,9.0
33,Hocevar,9.0
34,Bldg.,9.0
35,"Laurel,",10.0
36,MD,10.0
37,20707-5902,10.0
38,14501,10.0
39,Sweitzer,10.0
40,Lane,10.0
41,ATTN:,11.0
42,Disbursements,11.0
43,Office,11.0
44,$1980,11.0
45,"Laurel,",11.0
46,MD,11.0
47,20707-5901,11.0
48,PO#M04707006,12.0
49,P.O.,13.0
50,No.,13.0
51,Terms,13.0
52,Due,13.0
53,Date,13.0
54,Ship,13.0
55,Date,13.0
56,Ship,13.0
57,Via,13.0
58,FOB,13.0
59,M04707006,14.0
60,Net,14.0
61,30,14.0
62,10/5/2015,14.0
63,9/5/2015,14.0
64,Electronically,14.0
65,Origin,14.0
66,Item,15.0
67,Part,15.0
68,#,15.0
69,Description,15.0
70,Qty,15.0
71,Unit,15.0
72,Price,15.0
73,Amount,15.0
74,1,16.0
75,RNL-,16.0
76,000,16.0
77,Gigamon,16.0
78,Support,16.0
79,Renewal.,16.0
80,Standard,16.0
81,Level.,16.0
82,POP:,16.0
83,1,16.0
84,"7,125.00",16.0
85,"7,125.00",16.0
86,10/9/15-10/7/16,17.0
87,Mo470roov,18.0
88,Rec566550,19.0
89,RECEIVED,20.0
90,10-1-15,21.0
91,SEP,22.0
92,10_2015,22.0
93,By_signing\this,23.0
94,"invoice,",23.0
95,you,23.0
96,are,23.0
97,confirming,24.0
98,the,24.0
99,accuracy,24.0
100,of,24.0
101,the,24.0
102,invoice,24.0
103,The,24.0
104,as,24.0
105,well,24.0
106,as,24.0
107,the,24.0
108,fact,24.0
109,that,24.0
110,the,24.0
111,goods,24.0
112,WSSC,24.0
113,and/,25.0
114,or,25.0
115,services,25.0
116,have,25.0
117,been,25.0
118,rendered,25.0
119,Accounts,25.0
120,Payable,25.0
121,Unit,25.0
122,Name,26.0
123,Date,27.0
124,Remaining,28.0
125,balance,28.0
126,on,28.0
127,PO,28.0
128,before,28.0
129,this,28.0
130,invoice,29.0
131,Please,30.0
132,remit,30.0
133,payment,30.0
134,to,30.0
135,address,30.0
136,above.,30.0
137,Thank,31.0
138,you,31.0
139,for,31.0
140,your,31.0
141,business.,31.0
142,Subtotal,31.0
143,"$7,125.00",31.0
144,Sales,32.0
145,Tax,32.0
146,(0.0%),32.0
147,$0.00,32.0
148,DUNS,33.0
149,TAX,34.0
150,ID,34.0
151,#52-1076172,34.0
152,BAI,34.0
153,is,34.0
154,a,34.0
155,"woman-owned,",34.0
156,Total,34.0
157,"$7,125.00",34.0
158,#13-043-3113,35.0
159,small,35.0
160,business,35.0
161,Phone,36.0
162,#,36.0
163,Fax,36.0
164,#,36.0
165,E-mail,36.0
166,Payments/Credits,36.0
167,$0.00,36.0
168,443-569-3862,37.0
169,410-268-9358,37.0
170,mindy@baifederal.com,37.0
171,Balance,37.0
172,Due,37.0
173,"$7,125.00",37.0
