,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,404E9CE9-2039-44A3-8531-70005D3C7ADD,1.0
4,CAS,2.0
5,Severn*,2.0
6,133654,2.0
7,-,2.0
8,REC228747,2.0
9,DocuSigned,2.0
10,by:,2.0
11,Intelligent,3.0
12,Answers.,3.0
13,DE69219CA88F4BC.,4.0
14,INVOICE,4.0
15,Dec,5.0
16,"7,",5.0
17,2020,5.0
18,I,5.0
19,9:48,5.0
20,AM,5.0
21,EST,5.0
22,Date,6.0
23,9/30/2020,6.0
24,Invoice,6.0
25,#,6.0
26,3005751,6.0
27,Customer,7.0
28,PO#,7.0
29,"133654,",7.0
30,0,7.0
31,Bill,8.0
32,To:,8.0
33,Washington,8.0
34,Suburban,8.0
35,Sanitary,8.0
36,Ship,8.0
37,To:,8.0
38,Washington,8.0
39,Suburban,8.0
40,Sanitary,8.0
41,Commission,8.0
42,Commission,9.0
43,Ghion,10.0
44,Endalew,10.0
45,Ghion.Endalew@wsscwater.com,11.0
46,14501,12.0
47,Sweitzer,12.0
48,Lane,12.0
49,14501,12.0
50,Sweitzer,12.0
51,Lane,12.0
52,Attn:,13.0
53,Finance/Disbursements,13.0
54,Group,13.0
55,"Laurel,",14.0
56,MD,14.0
57,20707,14.0
58,RECEIVED,14.0
59,Richard,14.0
60,G.,14.0
61,Hocevar,14.0
62,Bldg.,14.0
63,"Laurel,",15.0
64,MD,15.0
65,20707,15.0
66,DEC,16.0
67,07_2020,16.0
68,Federal,17.0
69,ID,17.0
70,#52-1116968,17.0
71,DUNS#,17.0
72,038988648,17.0
73,ACCOUNTS,18.0
74,NSSCWAT_SECTION,18.0
75,PAYABLE,18.0
76,Ln,19.0
77,#,19.0
78,Qty,19.0
79,Mfg.,19.0
80,Part,19.0
81,Number,19.0
82,Description,19.0
83,SN,19.0
84,Unit,19.0
85,Price,19.0
86,Ext.,19.0
87,Price,19.0
88,1,20.0
89,1,20.0
90,PPHM,20.0
91,ProLiant,20.0
92,DL580,20.0
93,G9,20.0
94,CTO,20.0
95,MXQ72904KD,20.0
96,"$1,401.55",20.0
97,"$1,401.55",20.0
98,Chassis,21.0
99,-,21.0
100,ParkView,21.0
101,Support,21.0
102,ParkView,22.0
103,Hardware,22.0
104,Monitoring,22.0
105,~,22.0
106,x86,23.0
107,Server,23.0
108,SLA,24.0
109,7x24x4,24.0
110,POP:,25.0
111,07/22/2020-07/21/2021,25.0
112,2,26.0
113,1,26.0
114,PPHM,26.0
115,ProLiant,26.0
116,DL580,26.0
117,G9,26.0
118,CTO,26.0
119,MXQ72904KF,26.0
120,"$1,401.55",26.0
121,"$1,401.55",26.0
122,Chassis,27.0
123,-,27.0
124,ParkView,27.0
125,Support,27.0
126,ParkView,28.0
127,Hardware,28.0
128,Monitoring,28.0
129,x86,29.0
130,Server,29.0
131,SLA,30.0
132,7x24x4,30.0
133,POP:,31.0
134,07/22/2020-07/21/2021,31.0
135,3,32.0
136,1,32.0
137,PPHM,32.0
138,ProLiant,32.0
139,DL380p,32.0
140,G8,32.0
141,CTO,32.0
142,8SFF,32.0
143,2M234002JW,32.0
144,$700.65,32.0
145,$700.65,32.0
146,Chassis,33.0
147,-,33.0
148,ParkView,33.0
149,Support,33.0
150,ParkView,34.0
151,Hardware,34.0
152,Monitoring,34.0
153,~,34.0
154,x86,35.0
155,Server,35.0
156,SLA,36.0
157,7x24x4,36.0
158,POP:,37.0
159,07/22/2020-07/21/2021,37.0
160,4,38.0
161,1,38.0
162,PPHM,38.0
163,ProLiant,38.0
164,DL580,38.0
165,G7,38.0
166,CTO,38.0
167,"$1,163.51",38.0
168,"$1,163.51",38.0
169,Chassis,39.0
170,-,39.0
171,ParkView,39.0
172,Support,39.0
173,ParkView,40.0
174,Hardware,40.0
175,Monitoring,40.0
176,~,40.0
177,x86,41.0
178,Server,41.0
179,SLA:,42.0
180,7x24x4,42.0
181,REMIT,43.0
182,CHECK,43.0
183,BY/TO:,43.0
184,WIRE,43.0
185,TRANSFER:,43.0
186,DUE,44.0
187,UPON,44.0
188,RECEIPT,44.0
189,Routing/ABA,44.0
190,#,44.0
191,026009593,44.0
192,OR,45.0
193,CAS,45.0
194,"Severn,",45.0
195,Inc.,45.0
196,Account,45.0
197,#25-6501-8405,45.0
198,6201,46.0
199,Chevy,46.0
200,Chase,46.0
201,Drive,46.0
202,"Laurel,",47.0
203,MD,47.0
204,20707,47.0
205,ACH,47.0
206,TRANSFER:,47.0
207,Routing/ABA#052001633,48.0
208,12/7,48.0
209,Account,49.0
210,#25-6501-8405,49.0
211,1,50.0
212,of,50.0
213,5,50.0
