,Object,Custom_LineNum
0,CINELEASE,1.0
1,TNC,1.0
2,NM,1.0
3,CINCLEASE,2.0
4,eas,2.0
5,CALL,2.0
6,ATTN,2.0
7,THE,2.0
8,ACR,2.0
9,NW,2.0
10,LRK,2.0
11,AT,3.0
12,REQUER,3.0
13,are,3.0
14,NIME,3.0
15,07121,3.0
16,More,4.0
17,Dentale,4.0
18,Company,4.0
19,FAX,4.0
20,505.342.00,4.0
21,nu,4.0
22,505-352-0041,4.0
23,E,4.0
24,C,4.0
25,EIVEN,4.0
26,Invoice,5.0
27,Detail,5.0
28,-,5.0
29,Rentals,5.0
30,FEB,5.0
31,22,5.0
32,2024,5.0
33,Date:,6.0
34,2/21/2024,6.0
35,Time:,6.0
36,8:45,6.0
37,AM,6.0
38,Invoice#:,6.0
39,979872,6.0
40,By,6.0
41,Au.,6.0
42,Page:,6.0
43,1,6.0
44,of,6.0
45,1,6.0
46,Date,7.0
47,Created:,7.0
48,2/20/2024,7.0
49,3:02,7.0
50,PM,7.0
51,Created,7.0
52,by:,7.0
53,FIVIDA,7.0
54,Date,7.0
55,Range:,7.0
56,2/12/2024-2/15/2024,7.0
57,Customer,8.0
58,/,8.0
59,Shipping,8.0
60,Address:,8.0
61,MESQUITE,9.0
62,....,9.0
63,me,9.0
64,MES720,9.0
65,SEASON_44,9.0
66,"""WVCARO339""",10.0
67,SEASON,10.0
68,#1,10.0
69,......,10.0
70,TOLICY,10.0
71,eu,10.0
72,COTOIC,10.0
73,PACKAGE,10.0
74,1604,11.0
75,COMMICOCIAL,11.0
76,STOCCY,11.0
77,ME,11.0
78,es,11.0
79,ODADY,11.0
80,A',12.0
81,MM,12.0
82,87102,12.0
83,Order#:,13.0
84,594573,13.0
85,Order,13.0
86,Length,13.0
87,M/E,13.0
88,1WK_BACK,13.0
89,LOT,13.0
90,LIGHTS,13.0
91,Coordinator:,14.0
92,CYNTU,14.0
93,CONTALES,14.0
94,PO#:,14.0
95,794,14.0
96,Salesperson:,15.0
97,STEVE,15.0
98,COAI,15.0
99,DING,15.0
100,Terms:,16.0
101,Net,16.0
102,30,16.0
103,Equipment,17.0
104,Bill,17.0
105,Bill,17.0
106,Description,17.0
107,Qty,17.0
108,Begin,17.0
109,End,17.0
110,14430-,18.0
111,ARRI,18.0
112,650W,18.0
113,FRESNEL,18.0
114,HEAD,18.0
115,(RFID),18.0
116,14,18.0
117,2/12/2024,18.0
118,2/15/2024,18.0
119,50302-,19.0
120,FRK,19.0
121,GLOBE,19.0
122,650W,19.0
123,14,19.0
124,2/12/2024,19.0
125,2/15/2024,19.0
126,14400-15,20.0
127,"6-5/8""",20.0
128,FULL,20.0
129,SINGLE,20.0
130,SCRIM,20.0
131,14,20.0
132,2/12/2024,20.0
133,2/15/2024,20.0
134,14430-15,21.0
135,ARRI,21.0
136,650W,21.0
137,4,21.0
138,WAY,21.0
139,DOOR,21.0
140,14,21.0
141,2/12/2024,21.0
142,2/15/2024,21.0
143,14400-16,22.0
144,"6-5/8""",22.0
145,HALF,22.0
146,SINGLE,22.0
147,SCRIM,22.0
148,14,22.0
149,2/12/2024,22.0
150,2/15/2024,22.0
151,14400-17,23.0
152,"6-5/8""",23.0
153,HALF,23.0
154,DOUBLE,23.0
155,SCRIM,23.0
156,14,23.0
157,2/12/2024,23.0
158,2/15/2024,23.0
159,14400-18,24.0
160,"6-5/8""",24.0
161,FULL,24.0
162,DOUBLE,24.0
163,SCRIM,24.0
164,28,24.0
165,2/12/2024,24.0
166,2/15/2024,24.0
167,14400-20,25.0
168,"6-5/8""",25.0
169,GEL,25.0
170,FRAME,25.0
171,14,25.0
172,2/12/2024,25.0
173,2/15/2024,25.0
174,14430-55,26.0
175,ARRI,26.0
176,650W,26.0
177,SCRIM,26.0
178,BAG,26.0
179,14,26.0
180,2/12/2024,26.0
181,2/15/2024,26.0
182,32036-,27.0
183,7000W,27.0
184,EU,27.0
185,HONDA,27.0
186,GENERATOR,27.0
187,[RFID],27.0
188,4,27.0
189,2/12/2024,27.0
190,2/15/2024,27.0
191,89080-,28.0
192,5,28.0
193,GALLON,28.0
194,GAS,28.0
195,CAN,28.0
196,4,28.0
197,2/12/2024,28.0
198,2/15/2024,28.0
199,40330-,29.0
200,50',29.0
201,A.C.,29.0
202,EXTENSION,29.0
203,(STINGER),29.0
204,30,29.0
205,2/12/2024,29.0
206,2/15/2024,29.0
207,46177-,30.0
208,60A,30.0
209,SNACKBOX,30.0
210,.,30.0
211,DISTRO,30.0
212,BOX,30.0
213,[RFIO],30.0
214,"ask.,6.",30.0
215,4,30.0
216,2/12/2024,30.0
217,2/15/2024,30.0
218,46212-100,31.0
219,100',31.0
220,60,31.0
221,AMP,31.0
222,BATES,31.0
223,EXT.,31.0
224,8,31.0
225,2/12/2024,31.0
226,2/15/2024,31.0
227,46230-,32.0
228,60,32.0
229,AMP,32.0
230,TO,32.0
231,2/60,32.0
232,AMP,32.0
233,BATES,32.0
234,ADAPTER,32.0
235,(SPLITTER),32.0
236,not,32.0
237,ON,32.0
238,Quote,32.0
239,4,32.0
240,2/12/2024,32.0
241,2/15/2024,32.0
242,46230-20,33.0
243,60A,33.0
244,GANGBOX,33.0
245,BATES,33.0
246,TO,33.0
247,EDISON,33.0
248,(AC,33.0
249,POWER),33.0
250,(RFID),33.0
251,Not,33.0
252,on,33.0
253,Quote,33.0
254,2,33.0
255,2/12/2024,33.0
256,2/15/2024,33.0
257,77110-,34.0
258,BEEFY,34.0
259,BABY,34.0
260,STAND,34.0
261,(3-RISER),34.0
262,14,34.0
263,2/12/2024,34.0
264,2/15/2024,34.0
265,+,35.0
266,60A,35.0
267,Gong,35.0
268,bor,35.0
269,Bates,35.0
270,to,35.0
271,Edison,35.0
272,2,35.0
273,and,35.0
274,60,35.0
275,Amp2/60,35.0
276,Are,35.0
277,Bates,35.0
278,Adapter,35.0
279,NOT,36.0
280,an,36.0
281,"quote,",36.0
282,GOA,36.0
283,Snack,36.0
284,box,36.0
285,r6,36.0
286,an,36.0
287,"quote,_anl",36.0
288,Billed,36.0
289,for,36.0
290,4.,36.0
291,Rental,36.0
292,Total:,36.0
293,"$1,154.40",36.0
294,TAX:,37.0
295,$88.02,37.0
296,In,38.0
297,over,38.0
298,PO,38.0
299,by,38.0
300,"$27.12,",38.0
301,Please,38.0
302,sign,38.0
303,if,38.0
304,Approved,38.0
305,to,38.0
306,Pay,38.0
307,Overage-k,38.0
308,Total,39.0
309,"$1,242.42",39.0
310,REMIT,40.0
311,TO:,40.0
312,ewer,40.0
313,CACE,40.0
314,sur,40.0
315,can,41.0
316,...,41.0
317,cass,41.0
318,ccousing,41.0
319,onan,41.0
320,LOS,42.0
321,success,42.0
322,-,42.0
323,nasse,42.0
324,ENTERED,43.0
325,CLOSE,43.0
326,391,43.0
327,PO#,44.0
328,7940,44.0
329,TRANS#,45.0
330,EPISODE#,46.0
331,02-02-350,46.0
332,ACCT#,47.0
333,3291-QEI,47.0
334,DEPT,48.0
335,APPROVAL,49.0
336,Q,49.0
337,ACCOUNTING,50.0
338,J4,50.0
339,APPROVAL,51.0
340,OM,52.0
341,APPROVAL,53.0
342,2/12-2/16,54.0
343,Elec,54.0
344,Main,54.0
345,TH,54.0
346,pkg,54.0
