,Object,Custom_LineNum
0,Ln.#,1.0
1,Qty,1.0
2,Mfg.,1.0
3,Part,1.0
4,Number,1.0
5,Description,1.0
6,SN,1.0
7,Unit,1.0
8,Price,1.0
9,Ext.,1.0
10,Price,1.0
11,ProLiant,2.0
12,BL660c,2.0
13,G8,2.0
14,CTO,2.0
15,Blade,2.0
16,USE3235JPR,2.0
17,Chassis,3.0
18,-,3.0
19,ParkView,3.0
20,Support,3.0
21,ParkView,4.0
22,Hardware,4.0
23,Monitoring,4.0
24,~,4.0
25,x86,5.0
26,Server,5.0
27,SLA,6.0
28,7x24x4,6.0
29,POP:,7.0
30,07/22/2020-07/21/2021,7.0
31,29,8.0
32,1,8.0
33,PPHM,8.0
34,ProLiant,8.0
35,BL660c,8.0
36,G8,8.0
37,CTO,8.0
38,Blade,8.0
39,MXQ4290926,8.0
40,$889.10,8.0
41,$889.10,8.0
42,Chassis,9.0
43,-,9.0
44,ParkView,9.0
45,Support,9.0
46,ParkView,10.0
47,Hardware,10.0
48,Monitoring,10.0
49,-,10.0
50,x86,11.0
51,Server,11.0
52,SLA,12.0
53,7x24x4,12.0
54,POP:,13.0
55,07/22/2020-07/21/2021,13.0
56,30,14.0
57,1,14.0
58,PPHM,14.0
59,ProLiant,14.0
60,DL380p,14.0
61,G8,14.0
62,CTO,14.0
63,8SFF,14.0
64,2M252302P2,14.0
65,$700.65,14.0
66,$700.65,14.0
67,Chassis,15.0
68,-,15.0
69,ParkView,15.0
70,Support,15.0
71,ParkView,16.0
72,Hardware,16.0
73,Monitoring,16.0
74,~,16.0
75,x86,17.0
76,Server,17.0
77,SLA,18.0
78,7x24x4,18.0
79,POP:,19.0
80,07/22/2020-07/21/2021,19.0
81,31,20.0
82,1,20.0
83,PPHM,20.0
84,ProLiant,20.0
85,DL380p,20.0
86,G8,20.0
87,CTO,20.0
88,8SFF,20.0
89,2M240401ZV,20.0
90,$700.65,20.0
91,$700.65,20.0
92,Chassis,21.0
93,-,21.0
94,ParkView,21.0
95,Support,21.0
96,ParkView,22.0
97,Hardware,22.0
98,Monitoring,22.0
99,~,22.0
100,x86,23.0
101,Server,23.0
102,SLA7x24x4,24.0
103,POP:,25.0
104,07/22/2020-07/21/2021,25.0
105,32,26.0
106,1,26.0
107,PPHM,26.0
108,ProLiant,26.0
109,DL380p,26.0
110,G8,26.0
111,CTO,26.0
112,8SFF,26.0
113,USE2246FBA,26.0
114,$700.65,26.0
115,$700.65,26.0
116,Chassis,27.0
117,-,27.0
118,ParkView,27.0
119,Support,27.0
120,ParkView,28.0
121,Hardware,28.0
122,Monitoring,28.0
123,-,28.0
124,x86,29.0
125,Server,29.0
126,SLA,30.0
127,7x24x4,30.0
128,POP:,31.0
129,07/22/2020-07/21/2021,31.0
130,SubTotal,32.0
131,"$28,725.00",32.0
132,Sales,33.0
133,Tax,33.0
134,$0.00,33.0
135,Shipping,34.0
136,$0.00,34.0
137,Total,35.0
138,"$28,725.00",35.0
139,EXTENSIONS,36.0
140,AND,36.0
141,ADDITIONS,36.0
142,CHECKED,36.0
143,REMIT,37.0
144,CHECK,37.0
145,BY/TO:,37.0
146,WIRE,37.0
147,TRANSFER:,37.0
148,DUE,38.0
149,UPON,38.0
150,RECEIPT,38.0
151,Routing/ABA,38.0
152,#,38.0
153,026009593,38.0
154,OR,39.0
155,CAS,39.0
156,"Severn,",39.0
157,Inc.,39.0
158,Account,39.0
159,#25-6501-8405,39.0
160,6201,40.0
161,Chevy,40.0
162,Chase,40.0
163,Drive,40.0
164,"Laurel,",41.0
165,MD,41.0
166,20707,41.0
167,ACH,41.0
168,TRANSFER:,41.0
169,Routing/ABA#052001633,42.0
170,Account,43.0
171,#25-6501-8405,43.0
172,5,44.0
173,of,44.0
174,5,44.0
