,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,9BB1DF85-8204-4389-9F95-486C0554003F,1.0
4,If,2.0
5,paying,2.0
6,by,2.0
7,bank,2.0
8,"transfer,",2.0
9,please,2.0
10,send,2.0
11,payment,2.0
12,confirmation,2.0
13,to,2.0
14,receivables@caseware.com.,2.0
15,If,3.0
16,paying,3.0
17,by,3.0
18,"wire,",3.0
19,please,3.0
20,use,3.0
21,the,3.0
22,following,3.0
23,account:,3.0
24,Caseware,4.0
25,Cloud,4.0
26,Ltd,4.0
27,Royal,5.0
28,Bank,5.0
29,of,5.0
30,Canada,5.0
31,50,6.0
32,Bramalea,6.0
33,"Rd,",6.0
34,"Brampton,",7.0
35,ON,7.0
36,L6T,7.0
37,2W8,7.0
38,Canada,8.0
39,Bank,9.0
40,number:,9.0
41,0003,9.0
42,Transit,10.0
43,number:,10.0
44,00472,10.0
45,Account,11.0
46,number:,11.0
47,4002218,11.0
48,Swiftcode:,12.0
49,ROYCCAT2,12.0
50,ABA,13.0
51,number:,13.0
52,021000021,13.0
53,If,14.0
54,paying,14.0
55,by,14.0
56,"cheque,",14.0
57,please,14.0
58,mail,14.0
59,payment,14.0
60,to:,14.0
61,Caseware,15.0
62,Cloud,15.0
63,Ltd.,15.0
64,PO,16.0
65,BOX,16.0
66,"7861,",16.0
67,STN,16.0
68,A,16.0
69,"Toronto,",17.0
70,ON,17.0
71,M5W,17.0
72,2R2,17.0
73,Canada,18.0
74,For,19.0
75,all,19.0
76,billing,19.0
77,related,19.0
78,inquiries,19.0
79,please,19.0
80,contact,19.0
81,billing@caseware.com,19.0
