,Object,Custom_LineNum
0,Docu,1.0
1,Sign,1.0
2,SECURED,2.0
3,Certificate,3.0
4,Of,3.0
5,Completion,3.0
6,Envelope,4.0
7,Id:,4.0
8,D4CDFFF92BF64E52A64F643C9A6471AD,4.0
9,Status:,4.0
10,Completed,4.0
11,Subject:,5.0
12,Please,5.0
13,DocuSign:,5.0
14,Mackinney_192520026_20200601.pdf,5.0
15,Source,6.0
16,Envelope:,6.0
17,Document,7.0
18,Pages:,7.0
19,1,7.0
20,Signatures:,7.0
21,2,7.0
22,Envelope,7.0
23,Originator:,7.0
24,Certificate,8.0
25,Pages:,8.0
26,2,8.0
27,Initials:,8.0
28,0,8.0
29,Jennifer,8.0
30,Mathison,8.0
31,AutoNav:,9.0
32,Enabled,9.0
33,14501,9.0
34,Sweitzer,9.0
35,Lane,9.0
36,Envelopeld,10.0
37,Stamping:,10.0
38,Enabled,10.0
39,"Laurel,",10.0
40,MD,10.0
41,20707,10.0
42,Time,11.0
43,Zone:,11.0
44,(UTC-05:00),11.0
45,Eastern,11.0
46,Time,11.0
47,(US,11.0
48,&,11.0
49,Canada),11.0
50,Jennifer.Mathison@wsscwater.com,11.0
51,IP,12.0
52,Address:,12.0
53,73.172.238.189,12.0
54,Record,13.0
55,Tracking,13.0
56,Status:,14.0
57,Original,14.0
58,Holder:,14.0
59,Jennifer,14.0
60,Mathison,14.0
61,Location:,14.0
62,DocuSign,14.0
63,6/8/2020,15.0
64,12:46:57,15.0
65,PM,15.0
66,Jennifer.Mathison@wsscwater.com,15.0
67,Security,16.0
68,Appliance,16.0
69,Status:,16.0
70,Connected,16.0
71,Pool:,16.0
72,FedRamp,16.0
73,Storage,17.0
74,Appliance,17.0
75,Status:,17.0
76,Connected,17.0
77,Pool:,17.0
78,WSSC,17.0
79,Water,17.0
80,Location:,17.0
81,DocuSign,17.0
82,Signer,18.0
83,Events,18.0
84,Signature,18.0
85,Timestamp,18.0
86,Don,19.0
87,Habersham,19.0
88,DocuSigned,19.0
89,by:,19.0
90,Sent:,19.0
91,6/8/2020,19.0
92,12:49:17,19.0
93,PM,19.0
94,don.habersham@wsscwater.com,20.0
95,Don,20.0
96,Habersham,20.0
97,Viewed:,20.0
98,6/8/2020,20.0
99,1:45:55,20.0
100,PM,20.0
101,BB8FE244AD15480.,21.0
102,WSSC,21.0
103,Water,21.0
104,Signed:,21.0
105,6/8/2020,21.0
106,1:46:27,21.0
107,PM,21.0
108,Security,22.0
109,Level:,22.0
110,"Email,",22.0
111,Account,22.0
112,Authentication,22.0
113,Freeform,22.0
114,Signing,22.0
115,(Optional),23.0
116,Signature,23.0
117,Adoption:,23.0
118,Pre-selected,23.0
119,Style,23.0
120,Using,24.0
121,IP,24.0
122,Address:,24.0
123,205.167.186.196,24.0
124,Electronic,25.0
125,Record,25.0
126,and,25.0
127,Signature,25.0
128,Disclosure:,25.0
129,Not,26.0
130,Offered,26.0
131,via,26.0
132,DocuSign,26.0
133,Nneka,27.0
134,Assing,27.0
135,DocuSigned,27.0
136,by:,27.0
137,Sent:,27.0
138,6/8/2020,27.0
139,1:46:29,27.0
140,PM,27.0
141,inneka.assing@wsscwater.com,28.0
142,guidek,28.0
143,Viewed:,28.0
144,6/10/2020,28.0
145,8:47:56,28.0
146,AM,28.0
147,DE69219CA88F4BC,29.0
148,Section,29.0
149,"Manager,",29.0
150,IT,29.0
151,Finance,29.0
152,&,29.0
153,Contract,29.0
154,Signed:,29.0
155,6/10/2020,29.0
156,8:49:06,29.0
157,AM,29.0
158,Administration,30.0
159,Freeform,30.0
160,Signing,30.0
161,Signature,31.0
162,Adoption:,31.0
163,Uploaded,31.0
164,Signature,31.0
165,Image,31.0
166,WSSC,31.0
167,Water,31.0
168,Using,32.0
169,IP,32.0
170,Address:,32.0
171,69.251.146.58,32.0
172,Security,33.0
173,Level:,33.0
174,"Email,",33.0
175,Account,33.0
176,Authentication,33.0
177,(Optional),34.0
178,Electronic,35.0
179,Record,35.0
180,and,35.0
181,Signature,35.0
182,Disclosure:,35.0
183,Not,36.0
184,Offered,36.0
185,via,36.0
186,DocuSign,36.0
187,In,37.0
188,Person,37.0
189,Signer,37.0
190,Events,37.0
191,Signature,37.0
192,Timestamp,37.0
193,Editor,38.0
194,Delivery,38.0
195,Events,38.0
196,Status,38.0
197,Timestamp,38.0
198,Agent,39.0
199,Delivery,39.0
200,Events,39.0
201,Status,39.0
202,Timestamp,39.0
203,Intermediary,40.0
204,Delivery,40.0
205,Events,40.0
206,Status,40.0
207,Timestamp,40.0
208,Certified,41.0
209,Delivery,41.0
210,Events,41.0
211,Status,41.0
212,Timestamp,41.0
213,Carbon,42.0
214,Copy,42.0
215,Events,42.0
216,Status,42.0
217,Timestamp,42.0
218,Witness,43.0
219,Events,43.0
220,Signature,43.0
221,Timestamp,43.0
222,Notary,44.0
223,Events,44.0
224,Signature,44.0
225,Timestamp,44.0
226,Envelope,45.0
227,Summary,45.0
228,Events,45.0
229,Status,45.0
230,Timestamps,45.0
231,Envelope,46.0
232,Sent,46.0
233,Hashed/Encrypted,46.0
234,6/8/2020,46.0
235,1:46:29,46.0
236,PM,46.0
