,Object,Custom_LineNum
0,MEDICAL,1.0
1,BILLING,1.0
2,INVOICE,1.0
3,PATIENT,2.0
4,INFORMATION,2.0
5,PERSCRIBING,2.0
6,PHYSICIAN'S,2.0
7,INFORMATION,2.0
8,Kemba,3.0
9,Harris,3.0
10,Dr.,3.0
11,Alanah,3.0
12,Gomez,3.0
13,(555),4.0
14,595-5999,4.0
15,(555),4.0
16,505-5000,4.0
17,11,5.0
18,Rosewood,5.0
19,"Drive,",5.0
20,102,5.0
21,Trope,5.0
22,"Street,",5.0
23,"Collingwood,",6.0
24,NY,6.0
25,33580,6.0
26,New,6.0
27,"York,",6.0
28,NY,6.0
29,45568,6.0
30,INVOICE,7.0
31,NUMBER,7.0
32,DATE,7.0
33,INVOICE,7.0
34,DUE,7.0
35,DATE,7.0
36,Amount,7.0
37,DUE,7.0
38,12245,8.0
39,07/01/23,8.0
40,07/30/23,8.0
41,"$1,745.00",8.0
42,ITEM,9.0
43,DESCRIPTION,9.0
44,AMOUNT,9.0
45,Full,10.0
46,Check,10.0
47,Up,10.0
48,Full,10.0
49,body,10.0
50,check,10.0
51,up,10.0
52,$745.00,10.0
53,"$1,000.00",11.0
54,Ear,12.0
55,&,12.0
56,Throat,12.0
57,Examination,12.0
58,Infection,12.0
59,check,12.0
60,due,12.0
61,to,12.0
62,inflammation,12.0
63,NOTES,13.0
64,SUB,13.0
65,TOTAL,13.0
66,$745.00,13.0
67,A,14.0
68,prescription,14.0
69,has,14.0
70,been,14.0
71,written,14.0
72,out,14.0
73,for,14.0
74,"patient,",14.0
75,TAX,14.0
76,RATE,14.0
77,9%,14.0
78,for,15.0
79,an,15.0
80,acute,15.0
81,throat,15.0
82,infection.,15.0
83,TAX,16.0
84,$157.05,16.0
85,TOTAL,17.0
86,"$1,902.05",17.0
87,Concordia,18.0
88,Hill,18.0
89,Hospital,18.0
90,For,18.0
91,more,18.0
92,information,18.0
93,or,18.0
94,any,18.0
95,issues,18.0
96,or,18.0
97,"concerns,",18.0
98,www.concordiahill.com,19.0
99,email,19.0
100,us,19.0
101,at,19.0
102,invoices@concordiahill.com,19.0
