,Object,Custom_LineNum
0,OCT,1.0
1,1_4_2022,1.0
2,EYE,2.0
3,PRODUCTIONS,2.0
4,LLC,2.0
5,Inv#,3.0
6,CR101322,3.0
7,CHECK,3.0
8,REQUEST,3.0
9,BY:,3.0
10,Production,4.0
11,Title:,4.0
12,"""NCIS""",4.0
13,HAWAII,4.0
14,-,4.0
15,SEASON,4.0
16,02,4.0
17,Today's,5.0
18,Date:,5.0
19,10/13/22,5.0
20,Date,5.0
21,Check,5.0
22,Required:,5.0
23,10/19/22,5.0
24,Time:,5.0
25,am/,6.0
26,Amount,7.0
27,Requested:,7.0
28,This,7.0
29,is,7.0
30,a,7.0
31,purchase,7.0
32,$293.19,8.0
33,This,8.0
34,is,8.0
35,a,8.0
36,rental,8.0
37,to:,8.0
38,from:,9.0
39,C.LEE,10.0
40,(,10.0
41,),10.0
42,-,10.0
43,Requested,11.0
44,By:,11.0
45,Phone:,11.0
46,Department,12.0
47,S.DEC,12.0
48,Cell:,12.0
49,(,12.0
50,),12.0
51,-,12.0
52,Payable,13.0
53,To:,13.0
54,Name:,14.0
55,MOKULUA,14.0
56,DESIGNS,14.0
57,Address:,15.0
58,City:,16.0
59,1188,16.0
60,AUKELE,16.0
61,ST.,16.0
62,KAILUA,17.0
63,State,17.0
64,HI,17.0
65,Zip:,17.0
66,96734,17.0
67,Description:,18.0
68,(Attach,18.0
69,Invoices/work,18.0
70,orders,18.0
71,as,18.0
72,back-up),18.0
73,1.,19.0
74,$,19.0
75,$,19.0
76,2.,20.0
77,x4,20.0
78,WALL,20.0
79,HANTING,20.0
80,$,20.0
81,$,20.0
82,1,21.0
83,surous,21.0
84,$,21.0
85,$,21.0
86,4,22.0
87,$,22.0
88,5.,23.0
89,$,23.0
90,6.,24.0
91,$,24.0
92,Yes,25.0
93,Department,25.0
94,to,25.0
95,be,25.0
96,charged:,25.0
97,S.DEZ,25.0
98,Within,26.0
99,Budget?,26.0
100,Variance,26.0
101,Amount:,26.0
102,$,26.0
103,No,27.0
104,Episode:,27.0
105,210,27.0
106,Set,27.0
107,#:,27.0
108,536,27.0
109,Tax,28.0
110,Information:,28.0
111,Federal,29.0
112,Tax/GST,29.0
113,ID,29.0
114,#:,29.0
115,In,29.0
116,the,29.0
117,State/Province,29.0
118,of,29.0
119,Corporation,30.0
120,U.S.,30.0
121,Canada,30.0
122,Partnership,31.0
123,Sale,32.0
124,Proprietor,32.0
125,Name,32.0
126,-,32.0
127,SS/SIN,32.0
128,ID:,32.0
129,Individual,33.0
130,Other,34.0
131,(please,34.0
132,specify),34.0
133,"""NCIS""",35.0
134,HAWAII,35.0
135,Distribution,35.0
136,of,35.0
137,Check,35.0
138,(complete,35.0
139,one),35.0
140,2021-2022,36.0
141,Season,36.0
142,01,36.0
143,Name:,36.0
144,Deliver,36.0
145,by:,36.0
146,Matto,37.0
147,Street,37.0
148,Address,37.0
149,Mesenger,38.0
150,to,38.0
151,UPM,38.0
152,Approval,38.0
153,EH,38.0
154,City:,38.0
155,State,38.0
156,Zip,38.0
157,Airbonse,38.0
158,to,38.0
159,Phone,39.0
160,ans,40.0
161,pm,40.0
162,yss,40.0
163,Holdfor_ple,40.0
164,by,40.0
165,/,40.0
166,Dept,41.0
167,Head,41.0
168,Approval,41.0
169,LINE,42.0
170,PRODUCER,42.0
171,For,42.0
172,Accounting,42.0
173,Office,42.0
174,Only:,42.0
175,Gogments:,42.0
176,Accountant,43.0
177,Vendor,44.0
178,M,44.0
179,1797,44.0
180,Transaction,45.0
181,Please,46.0
182,Note,46.0
183,The,46.0
184,Following:,46.0
185,1099,46.0
186,No,47.0
187,Reneal,47.0
188,Service,47.0
189,Form,48.0
190,W-9,48.0
191,must,48.0
192,be,48.0
193,given,48.0
194,to,48.0
195,the,48.0
196,vendor,48.0
197,and,48.0
198,obtained,48.0
199,upon,48.0
200,picking,48.0
201,up,48.0
202,good,48.0
203,and,48.0
204,services.,48.0
205,Asset,49.0
206,Yes,50.0
207,Ne,50.0
208,Submit,50.0
209,check,50.0
210,request,50.0
211,with,50.0
212,work,50.0
213,order/invoice,50.0
214,if,50.0
215,obtainable.,50.0
216,Check,51.0
217,should,51.0
218,not,51.0
219,be,51.0
220,released,51.0
221,to,51.0
222,vendor,51.0
223,without,51.0
224,original,51.0
225,back,51.0
226,up,51.0
227,and,51.0
228,W-9.,51.0
229,P.O.,52.0
230,Panial,52.0
231,Forward,52.0
232,original,52.0
233,back,52.0
234,up,52.0
235,and,52.0
236,W-9,52.0
237,to,52.0
238,the,52.0
239,Accounting,52.0
240,Department,52.0
241,within,52.0
242,24,52.0
243,hours.,52.0
244,Full,53.0
245,032_2494_536Q5,54.0
246,CHECKREQDOC,55.0
247,Copy,55.0
248,is,55.0
249,Yellow,55.0
250,F16,55.0
251,Updated,56.0
252,19.10,56.0
