,Object,Custom_LineNum
0,W,1.0
1,Remittance,1.0
2,Payment,1.0
3,Advice,1.0
4,WSSCWATER,2.0
5,DEUVERING_THE,3.0
6,ESSENTIAL,3.0
7,Washington,3.0
8,Suburban,3.0
9,Sanitary,3.0
10,Commission,3.0
11,14501,4.0
12,Sweitzer,4.0
13,"Lane,",4.0
14,"Laurel,",4.0
15,"MD,",4.0
16,20707,4.0
17,To,5.0
18,Payee,5.0
19,AZTECA,5.0
20,SYSTEMS,5.0
21,LLC,5.0
22,11075,6.0
23,SOUTH,6.0
24,STATE,6.0
25,STREET,6.0
26,SUITE,6.0
27,24,6.0
28,"SANDY,",7.0
29,"UT,",7.0
30,84070,7.0
31,Payment,8.0
32,R?ference,8.0
33,Number,8.0
34,96822,8.0
35,Paper,9.0
36,Document,9.0
37,Number,9.0
38,644616,9.0
39,Payment,10.0
40,Date,10.0
41,02/17/23,10.0
42,Payment,11.0
43,Currency,11.0
44,USD,11.0
45,Payment,12.0
46,Amount,12.0
47,"$350,625.00",12.0
48,PO,13.0
49,Number,13.0
50,Invoice,13.0
51,Number,13.0
52,Invoice,13.0
53,Date,13.0
54,Gross,13.0
55,Amount,13.0
56,Retainage,13.0
57,Amount,13.0
58,Disc/Adj's,13.0
59,Net,13.0
60,Amount,13.0
61,161085,14.0
62,INV6230,14.0
63,02/09/23,14.0
64,"350,625.00",14.0
65,0.00,14.0
66,0.00,14.0
67,"350,625.00",14.0
68,TOTALS,15.0
69,"350,625.00",15.0
70,0.00,15.0
71,0.00,15.0
72,"350,625.00}",15.0
