,Object,Custom_LineNum
0,Invoice,1.0
1,Invoice,2.0
2,No.,2.0
3,001234567,2.0
4,Date,3.0
5,:,3.0
6,20XX-10-09,3.0
7,Bill,3.0
8,To:,3.0
9,Linda,3.0
10,Brown,3.0
11,Due,4.0
12,Date,4.0
13,:,4.0
14,20XX-11-09,4.0
15,(555)555-0125,4.0
16,Description,5.0
17,Qty,5.0
18,Price,5.0
19,Total,5.0
20,Logo,6.0
21,Design,6.0
22,1,6.0
23,$300,6.0
24,$300,6.0
25,Website,7.0
26,Design,7.0
27,1,7.0
28,$500,7.0
29,$500,7.0
30,Stationary,8.0
31,Design,8.0
32,1,8.0
33,$300,8.0
34,$300,8.0
35,Subtotal,9.0
36,:,9.0
37,$1100,9.0
38,Sales,10.0
39,Tax,10.0
40,(0%),10.0
41,:,10.0
42,so,10.0
43,Grand,11.0
44,Total,11.0
45,:,11.0
46,$1100,11.0
47,Payment,12.0
48,Information,12.0
49,Bank,13.0
50,:,13.0
51,Roadie,13.0
52,Bank,13.0
53,Bank,14.0
54,Transfer,14.0
55,:,14.0
56,0123_4567_890,14.0
57,1556,15.0
58,Buckley,15.0
59,Lane,15.0
60,Kansas,15.0
61,"City,",15.0
62,MO,15.0
