,Object,Custom_LineNum
0,PURCHASE,1.0
1,ORDER,1.0
2,PURCHASE,1.0
3,ORDER,1.0
4,NO.,1.0
5,CHANGE,1.0
6,ORDER,1.0
7,NO.,1.0
8,P00081350,2.0
9,WSSC,3.0
10,PROCUREMENT,3.0
11,OFFICE,3.0
12,SHOW,4.0
13,THIS,4.0
14,ORDER,4.0
15,NUMBER,4.0
16,ON,4.0
17,ALL,4.0
18,"SHIPMENTS,",4.0
19,CORRESPONDENCE,4.0
20,AND,5.0
21,INVOICES,5.0
22,Where,5.0
23,Water,5.0
24,Matters,5.0
25,02-22-18,6.0
26,4,6.0
27,DATE,6.0
28,PAGE,6.0
29,Vendor:,7.0
30,SIRIUS,7.0
31,"COMPUTER,",7.0
32,INC.,7.0
33,ID,7.0
34,S2618,7.0
35,PLANT:,7.0
36,099,7.0
37,10100,8.0
38,REUNION,8.0
39,"PLAZA,",8.0
40,SUITE,8.0
41,500,8.0
42,PAYMENT,8.0
43,TERMS,8.0
44,SAN,9.0
45,ANTONIO,9.0
46,TX,9.0
47,78216,9.0
48,NET,9.0
49,030,9.0
50,FOB,10.0
51,DEST/ELECTRONIC,11.0
52,206-7719,12.0
53,SHIPPING,12.0
54,TERMS,12.0
55,PHONE:,12.0
56,TAMARA,13.0
57,AW,13.0
58,BY:,13.0
59,Ship,13.0
60,To:,13.0
61,WASHINGTON,13.0
62,SUBURBAN,13.0
63,SANITARY,13.0
64,COMMISSION,13.0
65,79000,13.0
66,SECTION:,13.0
67,RICHARD,14.0
68,G.,14.0
69,HOCEVAR,14.0
70,BLDG.,14.0
71,VENDOR,14.0
72,PHONE,14.0
73,#,14.0
74,14501,15.0
75,SWEITZER,15.0
76,LN,15.0
77,LAUREL,16.0
78,MD,16.0
79,20707-5901,16.0
80,QUESTIONS,16.0
81,CONCERNING,16.0
82,THIS,16.0
83,ORDER,16.0
84,SHOULD,16.0
85,BE,16.0
86,REFERRED,16.0
87,TO,17.0
88,THE,17.0
89,BUYER:,17.0
90,ANGELA,17.0
91,GASKINS,17.0
92,SEE,18.0
93,LINE,18.0
94,ITEMS,18.0
95,PHONE:,18.0
96,301-206-,18.0
97,8271,18.0
98,THE,19.0
99,PURCHASE,19.0
100,ORDER,19.0
101,NUMBER,19.0
102,MUST,19.0
103,BE,19.0
104,LEGIBLY,19.0
105,WRITTEN,19.0
106,ON,19.0
107,THE,19.0
108,OUTSIDE,19.0
109,OF,19.0
110,EACH,19.0
111,FOR,19.0
112,PAYMENT,19.0
113,INVOICE,19.0
114,IN,19.0
115,DUPLICATE:,19.0
116,14501,19.0
117,SWEITZER,19.0
118,"LANE,",19.0
119,BOX,20.0
120,OR,20.0
121,CARTON,20.0
122,DELIVERED.,20.0
123,FAILURE,20.0
124,TO,20.0
125,DO,20.0
126,so,20.0
127,WILL,20.0
128,BE,20.0
129,JUST,20.0
130,CAUSE,20.0
131,TO,20.0
132,REFUSE,20.0
133,THE,20.0
134,"LAUREL,",20.0
135,MD,20.0
136,20707-5902,20.0
137,ATTENTION:,20.0
138,DISBURSEMENTS,20.0
139,OFFICE,20.0
140,SHIPMENT.,21.0
141,DESCRIPTION,22.0
142,UOM,22.0
143,QUANTITY,22.0
144,UNIT,22.0
145,PRICE,22.0
146,EXTENSION,22.0
147,QTY:,23.0
148,324446.48,23.0
149,DUE:,23.0
150,03-01-18,23.0
151,ACCT:,24.0
152,06-00008-79100-29422-6000-79002400A,24.0
153,100.00%,24.0
154,AMT:,24.0
155,"$324,446.48",24.0
156,PREVIOUS,25.0
157,PO:,25.0
158,P00080687,26.0
159,TOTAL,27.0
160,OF,27.0
161,PURCHASE,27.0
162,ORDER,27.0
163,"$324,446.48",27.0
164,****,28.0
165,END,28.0
166,OF,28.0
167,DOCUMENT,28.0
168,****,28.0
169,Purchase,29.0
170,Order,29.0
171,subject,29.0
172,to,29.0
173,the,29.0
174,WSSC,29.0
175,General,29.0
176,Conditions,29.0
177,applicable,29.0
178,to,29.0
179,this,29.0
180,purchase.,29.0
181,Purchase,30.0
182,Order,30.0
183,subject,30.0
184,to,30.0
185,the,30.0
186,WSSC,30.0
187,General,30.0
188,Conditions,30.0
189,applicable,30.0
190,to,30.0
191,this,30.0
192,purchase.,30.0
193,Washington,31.0
194,Suburban,31.0
195,Sanitary,31.0
196,Commission,31.0
197,is,31.0
198,exempt,31.0
199,from,31.0
200,the,31.0
201,following,31.0
202,taxes:,31.0
203,1.,32.0
204,State,32.0
205,of,32.0
206,Maryland,32.0
207,Sales,32.0
208,Tax,32.0
209,by,32.0
210,Certificate,32.0
211,3000256-3,32.0
212,on,32.0
213,2.,33.0
214,District,33.0
215,of,33.0
216,Columbia,33.0
217,Sales,33.0
218,Tax,33.0
219,by,33.0
220,Exemption,33.0
221,No.,33.0
222,806-10674-06,33.0
223,3.,34.0
224,Manufacturer's,34.0
225,Federal,34.0
226,Excise,34.0
227,Tax,34.0
228,Registration,34.0
229,No.,34.0
230,A-130805,34.0
231,SIGNATURE,34.0
