,Object,Custom_LineNum
0,CHECK,1.0
1,REQUEST,1.0
2,CKRRQ0318Z4,1.0
3,CENTURY,2.0
4,TFI,2.0
5,EVISION,2.0
6,Production,3.0
7,Name:,3.0
8,TELL,3.0
9,ME,3.0
10,LIES,3.0
11,S2,3.0
12,*,4.0
13,Please,4.0
14,note,4.0
15,that,4.0
16,per,4.0
17,Fox,4.0
18,"policy,",4.0
19,this,4.0
20,Check,4.0
21,Request,4.0
22,will,4.0
23,not,4.0
24,be,4.0
25,processed,4.0
26,w/o,4.0
27,either,4.0
28,a,4.0
29,Vendor,4.0
30,Profile,4.0
31,Form-attached,4.0
32,m.W/9,4.0
33,on,4.0
34,file,4.0
35,*,4.0
36,PURCHASE,5.0
37,MAIL,6.0
38,CHECK?,6.0
39,RENTAL,6.0
40,REIMBURSEMENT,7.0
41,MAR_18_2029,7.0
42,SERVEN,7.0
43,HOLD,8.0
44,FOR,8.0
45,PICK,8.0
46,UP?,8.0
47,SERVICE,8.0
48,SECURITY,9.0
49,DEPOSIT,9.0
50,EMAIL,10.0
51,ADDRESS:,10.0
52,INITIAL,10.0
53,PAYMENT,10.0
54,..,11.0
55,A,11.0
56,proforma,11.0
57,invoice,11.0
58,is,11.0
59,required,11.0
60,for,11.0
61,all,11.0
62,check,11.0
63,requests.,11.0
64,(Have,11.0
65,Vendor,11.0
66,fax,11.0
67,a,11.0
68,copy,11.0
69,of,11.0
70,Invoice,11.0
71,prior,11.0
72,to,11.0
73,mailing,11.0
74,original),11.0
75,DATE,12.0
76,REQUESTED:,12.0
77,3/18,12.0
78,DATE,12.0
79,NEEDED:,12.0
80,3/26,12.0
81,CHECK,12.0
82,AMOUNT:,12.0
83,$141.91,12.0
84,PAYEE,13.0
85,INFO:,13.0
86,Mathem,13.0
87,thirt,13.0
88,NAME:,14.0
89,SS#_:,14.0
90,on,14.0
91,File,14.0
92,(last,15.0
93,4,15.0
94,digits),15.0
95,ADDRESS:,16.0
96,-OR-,16.0
97,FED,17.0
98,ID,17.0
99,#:,17.0
100,PHONE_#:,18.0
101,CONTACT:,18.0
102,FAX,19.0
103,#:,19.0
104,DETAILED,20.0
105,DESCRIPTION:,20.0
106,16.398G,20.0
107,line,20.0
108,(CAS,21.0
109,DEVYON,21.0
110,-$,21.0
111,7377_3/2124,21.0
112,Fuel,21.0
113,M.Hurt,21.0
114,Produce,21.0
115,QBFS.,22.0
116,-,22.0
117,$6th,22.0
118,14,22.0
119,3/16/24,22.0
120,Tast,22.0
121,9SLL120,22.0
122,155619,23.0
123,vercede.,23.0
124,SET,24.0
125,#:,24.0
126,SET,24.0
127,NAME:,24.0
128,RENTAL,24.0
129,DATES:,24.0
130,EPISODE,25.0
131,#,25.0
132,205,25.0
133,1ST,25.0
134,UNIT,25.0
135,INSERTS,25.0
136,2ND,26.0
137,UNIT,26.0
138,RESHOOTS,26.0
139,Date,26.0
140,REQUESTOR'S,27.0
141,FULL,27.0
142,NAME:,27.0
143,DEPT,27.0
144,HEAD,27.0
145,APPROVAL,27.0
146,IM,27.0
147,3/18/24,27.0
148,Mather,28.0
149,Hairt,28.0
150,UPM,28.0
151,APPROVAL,28.0
152,DEPARTMENT:,29.0
153,ACCOUNTING,29.0
154,APPROVAL,29.0
155,The,29.0
156,PROD,30.0
157,EXEC,30.0
158,/,30.0
159,FOX,30.0
160,APPROVAL,30.0
161,(If,30.0
162,applicable),30.0
163,Accounting,31.0
164,Use,31.0
165,Only:,31.0
166,ASSET?,32.0
167,ACCOUNT,33.0
168,CODING:,33.0
169,AMOUNT,33.0
170,(Circle,33.0
171,One),33.0
172,Yes,33.0
173,No,33.0
174,203-6455,34.0
175,Gas,34.0
176,GS,34.0
177,73.77,34.0
178,TAX,34.0
179,CODE:,34.0
180,205-10455,35.0
181,has,35.0
182,7,35.0
183,108.14,35.0
184,TRANS,35.0
185,#:,35.0
186,VENDOR,36.0
187,#:,36.0
188,7758,36.0
189,DATE,37.0
190,RECEIVED:,37.0
