,Object,Custom_LineNum
0,Stanford,1.0
1,Plumbing,1.0
2,&,1.0
3,Heating,1.0
4,INVOICE,1.0
5,123,2.0
6,Madison,2.0
7,"drive,",2.0
8,"Seattle,",2.0
9,"WA,",2.0
10,7829Q,2.0
11,www.plumbingstanford.com,3.0
12,990-120-4560,4.0
13,BILL,5.0
14,TO,5.0
15,Invoice,5.0
16,No:,5.0
17,#INV02081,5.0
18,Allen,6.0
19,Smith,6.0
20,Invoice,6.0
21,Date:,6.0
22,11/11/18,6.0
23,87,7.0
24,Private,7.0
25,"st,",7.0
26,"Seattle,",7.0
27,WA,7.0
28,Due,7.0
29,Date:,7.0
30,12/01/18,7.0
31,allen@gmail.com,8.0
32,990-302-1898,9.0
33,DESCRIPTION,10.0
34,QTY/HR,10.0
35,UNIT,10.0
36,PRICE,10.0
37,TOTAL,10.0
38,Installed,11.0
39,new,11.0
40,kitchen,11.0
41,sink,11.0
42,(hours),11.0
43,3,11.0
44,50.00,11.0
45,150.00,11.0
46,Toto,12.0
47,sink,12.0
48,1,12.0
49,500.00,12.0
50,500.00,12.0
51,Worcester,13.0
52,greenstar,13.0
53,magnetic,13.0
54,system,13.0
55,filter,13.0
56,1,13.0
57,190.00,13.0
58,190.00,13.0
59,Nest,14.0
60,smart,14.0
61,thermostat,14.0
62,1,14.0
63,250.00,14.0
64,250.00,14.0
65,Worcester,15.0
66,Greenstar,15.0
67,30i,15.0
68,1,15.0
69,1500.00,15.0
70,1500.00,15.0
71,SUBTOTAL,16.0
72,2590.00,16.0
73,DISCOUNT,17.0
74,50.00,17.0
75,SUBTOTAL,18.0
76,LESS,18.0
77,DISCOUNT,18.0
78,2540.00,18.0
79,Tank,19.0
80,you,19.0
81,for,19.0
82,your,19.0
83,business!,19.0
84,TAX,20.0
85,RATE,20.0
86,12.00%,20.0
87,TOTAL,21.0
88,TAX,21.0
89,304.80,21.0
90,Balance,22.0
91,Due,22.0
92,$,22.0
93,"2,844.80",22.0
94,Terms,23.0
95,&,23.0
96,Instructions,23.0
97,Please,24.0
98,pay,24.0
99,within,24.0
100,20,24.0
101,days,24.0
102,by,24.0
103,PayPal,24.0
104,(bob@stanfordplumbing.com),24.0
105,Installed,25.0
106,products,25.0
107,have,25.0
108,5,25.0
109,year,25.0
110,warranty.,25.0
