,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,A56894B8-6133-4682-9E59-7C633FBE6A63,1.0
4,LORDCO,2.0
5,INVOICE,2.0
6,AUTO,3.0
7,PARTS,3.0
8,JUN,3.0
9,6,3.0
10,0,3.0
11,223,3.0
12,Bill,4.0
13,To:,4.0
14,Ship,4.0
15,To:,4.0
16,STAGE,5.0
17,49,5.0
18,LTD,5.0
19,STAGE,5.0
20,49,5.0
21,LTD,5.0
22,Invoice,5.0
23,#,5.0
24,2910013931,5.0
25,"""UNDER",6.0
26,THE,6.0
27,BRIDGE,6.0
28,SEASON,6.0
29,1,6.0
30,"""UNDER",6.0
31,THE,6.0
32,"BRIDGE""",6.0
33,SEASON,6.0
34,1,6.0
35,22031,7.0
36,FRASERWOOD,7.0
37,WAY,7.0
38,22031,7.0
39,FRASERWOOD,7.0
40,WAY,7.0
41,Date:,7.0
42,06/01/23,7.0
43,11:53,7.0
44,"RICHMOND,",8.0
45,BC,8.0
46,V6W1J5,8.0
47,"RICHMOND,",8.0
48,BC,8.0
49,V6W1J5,8.0
50,Account,9.0
51,#,9.0
52,PST,9.0
53,#,9.0
54,Order,9.0
55,0,9.0
56,Clerk,9.0
57,Shipping,9.0
58,Delivery,9.0
59,Payment,9.0
60,Method,10.0
61,Date,10.0
62,Terms,10.0
63,Phone.,10.0
64,2149,11.0
65,4452,11.0
66,1749,11.0
67,DEL,11.0
68,Delivery,11.0
69,06/01/23,11.0
70,Net,11.0
71,30,11.0
72,days,11.0
73,778-663-5017,11.0
74,Qty,12.0
75,Item,12.0
76,Description,12.0
77,List,12.0
78,Price,12.0
79,Unit,12.0
80,Price,12.0
81,Extended,12.0
82,1,13.0
83,MMM32043,13.0
84,WETORDRY,13.0
85,SANDPAPER,13.0
86,32043,13.0
87,9,13.0
88,x,13.0
89,11,13.0
90,IN,13.0
91,$13.16,13.0
92,7.837,13.0
93,$7.84,13.0
94,220,14.0
95,GRIT,14.0
96,5,14.0
97,SHEE,14.0
98,DELIVER,15.0
99,WITH,15.0
100,ORDER,15.0
101,FROM,15.0
102,BRIDGEVIEW,15.0
103,SAND,16.0
104,PAPER,16.0
105,Ed538A,16.0
106,Trans,17.0
107,#,17.0
108,PO,18.0
109,#,18.0
110,4452_(P),18.0
111,Acct,19.0
112,#,19.0
113,Acct,20.0
114,#,20.0
115,999,20.0
116,5196,20.0
117,+,20.0
118,8.39,20.0
119,Acct,21.0
120,#,21.0
121,GST,22.0
122,A418,22.0
123,$_39,22.0
124,Gst,22.0
125,PM_APP,23.0
126,Acot:,23.0
127,Dept.,23.0
128,as,23.0
129,as,24.0
130,r,24.0
131,Lordco,25.0
132,Parts,25.0
133,Ltd,25.0
134,SUBTOTAL,25.0
135,$,25.0
136,7.84,25.0
137,123,26.0
138,-,26.0
139,4857,26.0
140,Elliott,26.0
141,Street,26.0
142,GST,26.0
143,$,26.0
144,0.39,26.0
145,"Delta,",27.0
146,BC,27.0
147,V4K,27.0
148,2X7,27.0
149,PST,27.0
150,$,27.0
151,0.55,27.0
152,(604),28.0
153,946-4679,28.0
154,TOTAL,29.0
155,$,29.0
156,8.78,29.0
157,VISA,30.0
158,DISCOVER,30.0
159,THANK,31.0
160,YOU,31.0
161,FOR,31.0
162,YOUR,31.0
163,BUSINESS!,31.0
164,2.5%,32.0
165,PER,32.0
166,MONTH,32.0
167,SERVICE,32.0
168,CHARGE,32.0
169,ON,32.0
170,ALL,32.0
171,OVERDUE,32.0
172,ACCOUNTS,32.0
173,NO,33.0
174,GOODS,33.0
175,WILL,33.0
176,BE,33.0
177,ACCEPTED,33.0
178,FOR,33.0
179,CREDIT,33.0
180,WITHOUT,33.0
181,OUR,33.0
182,PERMISSION,33.0
183,NO,33.0
184,RETURNS,33.0
185,ON,33.0
186,ELECTRICAL,34.0
187,PARTS.,34.0
188,LOROCO,34.0
189,AUTO,34.0
190,PARTS,34.0
191,RESERVES,34.0
192,THE,34.0
193,RIGHT,34.0
194,TO,34.0
195,APPLY,34.0
196,A,34.0
197,RESTOCKING,34.0
198,CHARGE,35.0
199,ON,35.0
200,ANY,35.0
201,"RETURNS,",35.0
202,CANCELLED,35.0
203,ORDERS,35.0
204,OR,35.0
205,CUSTOMER,35.0
206,SPECIAL,35.0
207,ORDERS,35.0
208,G.S.T,36.0
209,Registration,36.0
210,No.,36.0
211,R103386363,36.0
212,title,37.0
213,1,37.0
214,of,37.0
215,$,37.0
