,Object,Custom_LineNum
0,W,1.0
1,Remittance,1.0
2,Payment,1.0
3,Advice,1.0
4,WSSCWATER,2.0
5,DELIVERING_THE,3.0
6,ESSENTIAL,3.0
7,Washington,3.0
8,Suburban,3.0
9,Sanitary,3.0
10,Commission,3.0
11,14501,4.0
12,Sweitzer,4.0
13,"Lane,",4.0
14,"Laurel,",4.0
15,"MD,",4.0
16,20707,4.0
17,To,5.0
18,Payee,5.0
19,HELP/SYSTEMS,5.0
20,"HOLDINGS,",5.0
21,INC,5.0
22,NW,6.0
23,5955,6.0
24,PO,6.0
25,BOX,6.0
26,1450,6.0
27,"MINNEAPOLIS,",7.0
28,"MN,",7.0
29,55485-5955,7.0
30,Payment,8.0
31,Reference,8.0
32,Number,8.0
33,65987,8.0
34,Paper,9.0
35,Document,9.0
36,Number,9.0
37,623677,9.0
38,Payment,10.0
39,Date,10.0
40,01/19/21,10.0
41,Payment,11.0
42,Currency,11.0
43,USD,11.0
44,Payment,12.0
45,Amount,12.0
46,"$3,852.10",12.0
47,PO,13.0
48,Number,13.0
49,invoice,13.0
50,Number,13.0
51,Invoice,13.0
52,Date,13.0
53,Gross,13.0
54,Amount,13.0
55,Retainage,13.0
56,Amount,13.0
57,Disc/Adj's,13.0
58,Net,13.0
59,Amount,13.0
60,135293,14.0
61,V0000138044,14.0
62,01/04/21,14.0
63,"3,852.10",14.0
64,0.00,14.0
65,0.00,14.0
66,"3,852.10",14.0
67,TOTALS,15.0
68,"3,852.10",15.0
69,0.00,15.0
70,0.00,15.0
71,"3,852.10",15.0
