,Object,Custom_LineNum
0,TOM,1.0
1,GREEN,1.0
2,HANDYMAN,1.0
3,5,2.0
4,Any,2.0
5,"Street,",2.0
6,Any,2.0
7,"City,",2.0
8,That,2.0
9,Area,2.0
10,Code,2.0
11,Telephone:,3.0
12,0800,3.0
13,XXX,3.0
14,XXX,3.0
15,Date_:,4.0
16,6/5/2016,4.0
17,Invoice,4.0
18,No,4.0
19,:,4.0
20,0003521,4.0
21,Tax,5.0
22,Registered,5.0
23,No,5.0
24,123456,5.0
25,Mr,6.0
26,and,6.0
27,Mrs,6.0
28,Fielding,6.0
29,This,7.0
30,Address,7.0
31,This,8.0
32,City,8.0
33,This,9.0
34,Area,9.0
35,Code,9.0
36,TAX,10.0
37,INVOICE,10.0
38,Quantity,11.0
39,Description,11.0
40,Unit,11.0
41,Price,11.0
42,Cost,11.0
43,Upgrade,12.0
44,to,12.0
45,Bathroom,12.0
46,23.75,13.0
47,Labour,13.0
48,40.00,13.0
49,950.00,13.0
50,50,14.0
51,Nails,14.0
52,and,14.0
53,screws,14.0
54,0.80,14.0
55,40.00,14.0
56,1,15.0
57,Paint,15.0
58,and,15.0
59,Plywood,15.0
60,1000.00,15.0
61,1000.00,15.0
62,40,16.0
63,Imported,16.0
64,wall,16.0
65,tiles,16.0
66,14.00,16.0
67,560.00,16.0
68,1,17.0
69,Freight,17.0
70,150.00,17.0
71,150.00,17.0
72,1,18.0
73,Sub-contractor,18.0
74,Tile-It,18.0
75,228.00,18.0
76,Subtotal,19.0
77,2928.00,19.0
78,Tax,20.0
79,439.20,20.0
80,Total,21.0
81,Due,21.0
82,"$3,367.20",21.0
83,Payment,22.0
84,due,22.0
85,by,22.0
86,the,22.0
87,10th,22.0
88,of,22.0
89,the,22.0
90,month,22.0
91,following,22.0
92,the,22.0
93,date,22.0
94,of,22.0
95,invoice.,22.0
96,Please,23.0
97,make,23.0
98,payment,23.0
99,into,23.0
100,Bank,23.0
101,Account,23.0
102,No.,23.0
103,12_3456_789112_012,23.0
104,Interest,24.0
105,of,24.0
106,10%,24.0
107,per,24.0
108,year,24.0
109,will,24.0
110,be,24.0
111,charged,24.0
112,on,24.0
113,late,24.0
114,payments.,24.0
115,Cut,25.0
116,here,25.0
117,Remittance,26.0
118,Mr,27.0
119,and,27.0
120,Mrs,27.0
121,Fielding,27.0
122,TOM,28.0
123,GREEN,28.0
124,HANDYMAN,28.0
125,5,29.0
126,Any,29.0
127,Street,29.0
128,Amount,29.0
129,Due,29.0
130,"$3,367.20",29.0
131,Any,30.0
132,City,30.0
133,That,31.0
134,Area,31.0
135,Code,31.0
136,Amount,31.0
137,Paid,31.0
