,Object,Custom_LineNum
0,alsheed,1.0
1,M,1.0
2,Price,1.0
3,10/19,1.0
4,10/21/19,2.0
5,MAGNITUDE,3.0
6,Invoice,3.0
7,Invoice,4.0
8,#:,4.0
9,INV-MASUS-05142,4.0
10,Magnitude,5.0
11,"Software,",5.0
12,Inc,5.0
13,Date:,5.0
14,7/16/2019,5.0
15,515,6.0
16,Congress,6.0
17,"Avenue,",6.0
18,Suite,6.0
19,1510,6.0
20,Suite,7.0
21,1510,7.0
22,Payment,7.0
23,Terms:,7.0
24,Net,7.0
25,30,7.0
26,"Austin,",8.0
27,TX,8.0
28,78701,8.0
29,Due,8.0
30,Date:,8.0
31,8/15/2019,8.0
32,Customer,9.0
33,Tax,9.0
34,No.:,9.0
35,Remittance,10.0
36,Information,10.0
37,REMIT,11.0
38,CHECKS,11.0
39,TO:,11.0
40,ACH/WIRE,11.0
41,INFORMATION:,11.0
42,OTHER,11.0
43,INFORMATION:,11.0
44,Magnitude,12.0
45,"Software,",12.0
46,Inc.,12.0
47,Account,12.0
48,#:,12.0
49,4816966634,12.0
50,FEIN,12.0
51,#,12.0
52,46-2920290,12.0
53,PO,13.0
54,Box,13.0
55,"3577,",13.0
56,Dept.,13.0
57,H,13.0
58,BIC/Swift,13.0
59,#:,13.0
60,WFBIUS6S,13.0
61,"Seattle,",14.0
62,WA,14.0
63,98124-3577,14.0
64,ABA/Routing,14.0
65,#:,14.0
66,121-000-248,14.0
67,Bill,15.0
68,To,15.0
69,Ship,15.0
70,To,15.0
71,Disbursements,16.0
72,Office,16.0
73,Disbursements,16.0
74,Office,16.0
75,Washington,17.0
76,Suburban,17.0
77,Sanitary,17.0
78,Washington,17.0
79,Suburban,17.0
80,Sanitary,17.0
81,Commission,18.0
82,Commission,18.0
83,14501,19.0
84,Sweitzer,19.0
85,Ln,19.0
86,14501,19.0
87,Sweitzer,19.0
88,Lane,19.0
89,Laurel,20.0
90,MD,20.0
91,20707-5902,20.0
92,11th,20.0
93,Floor,20.0
94,United,21.0
95,States,21.0
96,Laurel,21.0
97,MD,21.0
98,20707-5902,21.0
99,United,22.0
100,States,22.0
101,Reference/PO#,23.0
102,Contract,23.0
103,No.,23.0
104,Supplier,23.0
105,No.,23.0
106,Buyer/Requester,23.0
107,Salesperson,23.0
108,M05979000,24.0
109,Maintenance,24.0
110,&,24.0
111,Support,24.0
112,M2536,24.0
113,Mone't,24.0
114,Johnson,24.0
115,Clarissa,24.0
116,Aoyama,24.0
117,Quote,25.0
118,092617,25.0
119,Currency,26.0
120,Comments,26.0
121,USD,27.0
122,5,27.0
123,Year,27.0
124,Maintenance,27.0
125,&,27.0
126,Support:,27.0
127,8/20/17,27.0
128,-,27.0
129,8/19/22;,27.0
130,Invoiced,27.0
131,Annually,27.0
132,Effective,28.0
133,Effective,28.0
134,Line,28.0
135,Start,28.0
136,Date,28.0
137,End,28.0
138,Date,28.0
139,Description,28.0
140,Quantity,28.0
141,Amount,28.0
142,1,29.0
143,8/20/2019,29.0
144,8/19/2020,29.0
145,Maintenance,29.0
146,and,29.0
147,Support,29.0
148,-,29.0
149,Standard,29.0
150,1,29.0
151,"$7,771.00",29.0
152,-,30.0
153,Noetix,30.0
154,Products,30.0
155,"(AP,",30.0
156,"GL,",30.0
157,and,30.0
158,HR),30.0
159,Subtotal,31.0
160,"$7,771.00",31.0
161,Thank,32.0
162,you,32.0
163,for,32.0
164,your,32.0
165,business.,32.0
166,If,32.0
167,you,32.0
168,have,32.0
169,any,32.0
170,"questions,",32.0
171,please,32.0
172,contact,32.0
173,Tax,32.0
174,Total,32.0
175,(%),32.0
176,$0.00,32.0
177,AR@Magnitude.com,33.0
178,Total,33.0
179,"$7,771.00",33.0
180,MP,34.0
181,Sr,34.0
182,Payments,34.0
183,and,34.0
184,Credits,34.0
185,$0.00,34.0
186,Balance,35.0
187,Due,35.0
188,in,35.0
189,USD,35.0
190,"$7,771.00",35.0
191,Project,36.0
192,/,36.0
193,Division,36.0
194,Manager,36.0
195,IT,36.0
196,SAMPLE,36.0
197,10/3,37.0
198,Division,37.0
199,Chief,37.0
200,MPOK,37.0
201,11/7/19,37.0
202,Saed,37.0
203,Finance,38.0
204,Manager,38.0
205,of,38.0
206,1,38.0
207,11/7/2019,38.0
208,REC'D,38.0
209,WSSC,38.0
210,AP,38.0
211,SECTION,38.0
212,SEP,39.0
213,23,39.0
214,2019,39.0
215,CIO,40.0
