,Object,Custom_LineNum
0,Worm,1.0
1,320.,1.0
2,Seenan,1.0
3,1,1.0
4,1601,2.0
5,Commercial,2.0
6,Street,2.0
7,NE,2.0
8,ATRA,2.0
9,CHECK,3.0
10,REQUEST,3.0
11,Date:,4.0
12,2129124,4.0
13,CKREQ,4.0
14,022924,4.0
15,Date/Time,5.0
16,Needed:,5.0
17,3/4/24,5.0
18,Mail,5.0
19,(,5.0
20,Hold,5.0
21,(c),5.0
22,Ot,5.0
23,Give,5.0
24,to,5.0
25,urations,5.0
26,(ASAP,6.0
27,not,6.0
28,a,6.0
29,time),6.0
30,Vendor:,7.0
31,Eric,7.0
32,A.,7.0
33,Chappelle,7.0
34,Address:,8.0
35,1.80,8.0
36,with,8.0
37,St,8.0
38,AM.1,8.0
39,Sate,8.0
40,C-2,8.0
41,City/State/Zip,9.0
42,1,9.0
43,nc,9.0
44,Dr.,9.0
45,nchix,9.0
46,Dr,9.0
47,Name,9.0
48,SUM,9.0
49,Contact:,10.0
50,in,10.0
51,Phone:,11.0
52,m.,11.0
53,MC.7028,11.0
54,Fax:,11.0
55,NA,11.0
56,SS#,12.0
57,x,12.0
58,Fed,12.0
59,ID#,12.0
60,(,12.0
61,):,12.0
62,ass,12.0
63,en,12.0
64,11705,12.0
65,is,12.0
66,Vendor,12.0
67,a,12.0
68,Corp?,12.0
69,Yes,12.0
70,(,12.0
71,),12.0
72,No,12.0
73,(,12.0
74,"it,",13.0
75,name,13.0
76,must,13.0
77,be,13.0
78,provided.,13.0
79,If,13.0
80,we,13.0
81,have,13.0
82,not,13.0
83,paid,13.0
84,this,13.0
85,vendor,13.0
86,"previously,",13.0
87,a,13.0
88,W-9,13.0
89,form,13.0
90,must,13.0
91,be,13.0
92,submitted,13.0
93,with,13.0
94,check,13.0
95,Teg,13.0
96,Accounting,14.0
97,Use,14.0
98,Only,14.0
99,DESCRIPTION:,15.0
100,AMOUNT,15.0
101,EPISODE,15.0
102,ACCT-SET,15.0
103,TV,15.0
104,1099,15.0
105,Non,16.0
106,Film-,16.0
107,Loss,16.0
108,of,16.0
109,business,16.0
110,4000.00,16.0
111,351,16.0
112,Bt,16.0
113,3654,16.0
114,BE,16.0
115,own,16.0
116,Outskirt,17.0
117,towern,17.0
118,Gratiities,18.0
119,3/4-3/7,19.0
120,INCONV.,19.0
121,FEE-JACUS,19.0
122,SILVER,19.0
123,SALOON,20.0
124,"I,",21.0
125,the,21.0
126,"requestor,",21.0
127,am,21.0
128,not,21.0
129,aware,21.0
130,of,21.0
131,any,21.0
132,"owner,",21.0
133,"manager,",21.0
134,or,21.0
135,members,21.0
136,of,21.0
137,the,21.0
138,Board,22.0
139,of,22.0
140,Directors,22.0
141,of,22.0
142,the,22.0
143,vendor,22.0
144,named,22.0
145,above,22.0
146,or,22.0
147,any,22.0
148,of,22.0
149,It's,22.0
150,affiliated,22.0
151,companies,23.0
152,who,23.0
153,is,23.0
154,"related,",23.0
155,"personally,",23.0
156,or,23.0
157,otherwise,23.0
158,to,23.0
159,any,23.0
160,production,23.0
161,employee,24.0
162,"(crew,",24.0
163,"talent,",24.0
164,etc.),24.0
165,of,24.0
166,this,24.0
167,"show,",24.0
168,or,24.0
169,to,24.0
170,a,24.0
171,Sony,24.0
172,employee.,24.0
173,Please,24.0
174,Initial:,25.0
175,TOTAL,25.0
176,4000.00,25.0
177,x,26.0
178,I,26.0
179,am,26.0
180,NOT,26.0
181,aware,26.0
182,of,26.0
183,any,26.0
184,relationship,26.0
185,TRANS,26.0
186,#,26.0
187,I,27.0
188,am,27.0
189,aware,27.0
190,of,27.0
191,a,27.0
192,relationship,27.0
193,(related,27.0
194,party,27.0
195,form,27.0
196,required),27.0
197,4031,27.0
198,It,28.0
199,is,28.0
200,your,28.0
201,responsibility,28.0
202,to,28.0
203,obtain,28.0
204,proper,28.0
205,support,28.0
206,documentation,28.0
207,"(Contract,",28.0
208,"Receipt,",28.0
209,Vendor,28.0
210,"Invoice,",28.0
211,etc.),28.0
212,for,28.0
213,this,28.0
214,check,28.0
215,and,28.0
216,submit,29.0
217,to,29.0
218,the,29.0
219,accounting,29.0
220,department,29.0
221,within,29.0
222,48,29.0
223,hours.,29.0
224,All,29.0
225,check,29.0
226,requests,29.0
227,must,29.0
228,be,29.0
229,submitted,29.0
230,with,29.0
231,department,29.0
232,approvals.,29.0
233,***,29.0
234,PURCHASE:,30.0
235,8,30.0
236,DEPARTMENT,30.0
237,APPROVAL,30.0
238,RENTAL,31.0
239,),31.0
240,from,31.0
241,to,31.0
242,(required),31.0
243,SERVICE:,32.0
244,(_),32.0
245,DEPOSIT:,33.0
246,(_),33.0
247,ACCOUNTING,33.0
248,APPROVAL,33.0
249,ADVANCE,34.0
250,(_),34.0
251,ASSET:,35.0
252,Recoverable,35.0
253,asset,35.0
254,form,35.0
255,required,35.0
256,/PRODUCTION,35.0
257,APPROVAL:,35.0
258,REIMB:,36.0
