,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,BC8E3982-781C-49F9-98B9-1C6712BB7D50,1.0
4,o,1.0
5,IT,1.0
6,&,1.0
7,Disbursements,1.0
8,1/4/2020,2.0
9,-,2.0
10,to,2.0
11,DocuSign,2.0
12,helpsystems,3.0
13,Invoice,3.0
14,"HelpSystems,",3.0
15,LLC,3.0
16,6455,4.0
17,City,4.0
18,West,4.0
19,Parkway,4.0
20,Tax,4.0
21,ID:,4.0
22,30-0290533,4.0
23,Eden,5.0
24,"Prairie,",5.0
25,MN,5.0
26,55344,5.0
27,Phone:,5.0
28,+1,5.0
29,952-933-0609,5.0
30,United,6.0
31,States,6.0
32,www.helpsystems.com,6.0
33,Date:,7.0
34,2-Nov-20,7.0
35,Account:,7.0
36,Washington,7.0
37,Suburban,7.0
38,Sanitary,7.0
39,Invoice,7.0
40,#:,7.0
41,V0000138044,7.0
42,Net,7.0
43,Terms:,7.0
44,30,7.0
45,Days,7.0
46,Payment,7.0
47,Due:,7.0
48,2-Dec-20,7.0
49,Commission,8.0
50,(WAS899916),8.0
51,Billing,9.0
52,Info,9.0
53,ACH,9.0
54,or,9.0
55,WIRE:,9.0
56,SEND,9.0
57,CHECKS,9.0
58,TO:,9.0
59,Rosa,10.0
60,Wilson,10.0
61,ABA,10.0
62,Routing,10.0
63,#,10.0
64,121000248,10.0
65,HelpSystems,10.0
66,Washington,11.0
67,Suburban,11.0
68,Sanitary,11.0
69,Commission,11.0
70,Account,11.0
71,#,11.0
72,4121677561,11.0
73,NW5955,11.0
74,Attention:,12.0
75,Disbursements,12.0
76,Office,12.0
77,SWIFT,12.0
78,ID,12.0
79,=,12.0
80,WFBIUS6S,12.0
81,P.O.,12.0
82,Box,12.0
83,1450,12.0
84,14501,13.0
85,Sweitzer,13.0
86,"Lane,",13.0
87,4th,13.0
88,Floor,13.0
89,Account,13.0
90,Name:,13.0
91,HelpSystems,13.0
92,"Minneapolis,",13.0
93,MN,13.0
94,55485-5955,13.0
95,"Laurel,",14.0
96,Maryland,14.0
97,20707-5901,14.0
98,Bank:,14.0
99,Wells,14.0
100,"Fargo,",14.0
101,N.A.,14.0
102,United,15.0
103,States,15.0
104,90,15.0
105,South,15.0
106,7th,15.0
107,"Street,",15.0
108,18th,15.0
109,Floor,15.0
110,"Minneapolis,",16.0
111,MN,16.0
112,55402,16.0
113,USA,16.0
114,Click,16.0
115,here,16.0
116,to,16.0
117,pay,16.0
118,online!,16.0
119,Phone:,17.0
120,(301),17.0
121,206-8363,17.0
122,Purchase,17.0
123,Order,17.0
124,ID:,17.0
125,Email:,18.0
126,Rosa.Wilson@wsscwater.com,18.0
127,Ship,19.0
128,To:,19.0
129,"Maryland,",19.0
130,United,19.0
131,States,19.0
132,Currency:,20.0
133,USD,20.0
134,Description,21.0
135,Amount,21.0
