,Object,Custom_LineNum
0,INVOICE,1.0
1,LOGO,1.0
2,East,2.0
3,Repair,2.0
4,Inc.,2.0
5,1912,3.0
6,Harvest,3.0
7,Lane,3.0
8,New,4.0
9,"York,",4.0
10,NY,4.0
11,12210,4.0
12,BILL,5.0
13,TO,5.0
14,SHIP,5.0
15,TO,5.0
16,INVOICE,5.0
17,#,5.0
18,US-001,5.0
19,John,6.0
20,Smith,6.0
21,John,6.0
22,Smith,6.0
23,INVOICE,6.0
24,DATE,6.0
25,11/02/2019,6.0
26,2,7.0
27,Court,7.0
28,Square,7.0
29,3787,7.0
30,Pineview,7.0
31,Drive,7.0
32,P.O.#,7.0
33,2312/2019,7.0
34,New,7.0
35,"York,",7.0
36,NY,7.0
37,12210,7.0
38,"Cambridge,",7.0
39,MA,7.0
40,12210,7.0
41,DUE,8.0
42,DATE,8.0
43,26/02/2019,8.0
44,QTY,9.0
45,DESCRIPTION,9.0
46,UNIT,9.0
47,PRICE,9.0
48,AMOUNT,9.0
49,1,10.0
50,Front,10.0
51,and,10.0
52,rear,10.0
53,brake,10.0
54,cables,10.0
55,100.00,10.0
56,100.00,10.0
57,2,11.0
58,New,11.0
59,set,11.0
60,of,11.0
61,pedal,11.0
62,arms,11.0
63,15.00,11.0
64,30.00,11.0
65,3,12.0
66,Labor,12.0
67,3hrs,12.0
68,5.00,12.0
69,15.00,12.0
70,Subtotal,13.0
71,145.00,13.0
72,Sales,14.0
73,Tax,14.0
74,6.25%,14.0
75,9.06,14.0
76,TOTAL,15.0
77,$154.06,15.0
78,John_Smith,16.0
79,TERMS,17.0
80,&,17.0
81,CONDITIONS,17.0
82,Payment,18.0
83,is,18.0
84,due,18.0
85,within,18.0
86,15,18.0
87,days,18.0
88,Thank,18.0
89,you,18.0
90,Please,18.0
91,make,18.0
92,checks,18.0
93,payable,18.0
94,to:,18.0
95,East,18.0
96,Repair,18.0
97,Inc.,18.0
