,Object,Custom_LineNum
0,DocuSign,1.0
1,Envelope,1.0
2,ID:,1.0
3,DBDB4E8B-6DF5-4772-BFE7-7817A9D4F74B,1.0
4,Invoice,2.0
5,No.,2.0
6,MN00002989,2.0
7,Date,3.0
8,8/31/2023,3.0
9,Due,4.0
10,Date,4.0
11,11/1/2023,4.0
12,Customer,5.0
13,No.,5.0
14,WSS01,5.0
15,Creditron,5.0
16,Page,6.0
17,1,6.0
18,of,6.0
19,1,6.0
20,RECEIVED,7.0
21,Bill,8.0
22,To,8.0
23,Ship,8.0
24,To,8.0
25,Washington,9.0
26,Suburban,9.0
27,Sanitary,9.0
28,Commission,9.0
29,SEP,9.0
30,05,9.0
31,2023,9.0
32,Washington,9.0
33,Suburban,9.0
34,Sanitary,9.0
35,Commission,9.0
36,Rosa,10.0
37,Wilson,10.0
38,14501,10.0
39,Sweitzer,10.0
40,Ln,10.0
41,14501,11.0
42,Sweitzer,11.0
43,Ln,11.0
44,"Laurel,",11.0
45,MD,11.0
46,20707,11.0
47,"Laurel,",12.0
48,MD,12.0
49,20707,12.0
50,SCWATER,12.0
51,USA,12.0
52,USA,13.0
53,YABLE,13.0
54,SECTION,13.0
55,Contract/Project,14.0
56,Number,14.0
57,Purchase,14.0
58,Order,14.0
59,Payment,14.0
60,Terms,14.0
61,Currency,14.0
62,Start,15.0
63,of,15.0
64,Maint,15.0
65,Period,15.0
66,HARRIS-US$,15.0
67,Item,16.0
68,No,16.0
69,Description,16.0
70,Quantity,16.0
71,Unit,16.0
72,Price,16.0
73,Amount,16.0
74,NOTE,17.0
75,Note:,17.0
76,1.00,17.0
77,0.00,17.0
78,0.00,17.0
79,The,18.0
80,cost,18.0
81,for,18.0
82,this,18.0
83,CAR/LAR,18.0
84,license,18.0
85,is,18.0
86,based,18.0
87,on,18.0
88,your,18.0
89,average,19.0
90,annual,19.0
91,"volumes,",19.0
92,placing,19.0
93,you,19.0
94,in,19.0
95,Tier,19.0
96,2,19.0
97,"(50,001",19.0
98,-,19.0
99,"150,000",20.0
100,transactions,20.0
101,per,20.0
102,year).,20.0
103,Any,20.0
104,transactions,20.0
105,which,20.0
106,exceed,21.0
107,this,21.0
108,cap,21.0
109,will,21.0
110,subject,21.0
111,to,21.0
112,an,21.0
113,overage,21.0
114,charge.,21.0
115,TPM-SW-MAINT-US,22.0
116,Maint-Car/Lar,22.0
117,<,22.0
118,1.0,22.0
119,million,22.0
120,transactions:,22.0
121,11/1/2023,22.0
122,to,22.0
123,1.00,22.0
124,"3,139.80",22.0
125,"3,139.80",22.0
126,10/31/2024,23.0
127,DocuSigned,24.0
128,by:,24.0
129,DE69219CA88F4BC,25.0
130,Sep,26.0
131,"8,",26.0
132,2023,26.0
133,I,26.0
134,3:44,26.0
135,PM,26.0
136,EDT,26.0
137,DocuSigned,27.0
138,by:,27.0
139,IT,27.0
140,9/6,28.0
141,4077E2ECEEA6440.,28.0
142,Remit,29.0
143,To:,29.0
144,Subtotal,30.0
145,"3,139.80",30.0
146,Creditron,30.0
147,PO,31.0
148,Box,31.0
149,62133,31.0
150,Misc,31.0
151,0.00,31.0
152,62133,32.0
153,Collections,32.0
154,Center,32.0
155,Dr,32.0
156,Taxes,33.0
157,"0,00",33.0
158,"Chicago,",34.0
159,IL,34.0
160,60693-0621,34.0
161,Total,35.0
162,OR,35.0
163,"3,139.80",35.0
164,Remit,36.0
165,To:,36.0
166,Account,37.0
167,No.:,37.0
168,4427105445,37.0
169,Beneficiary,38.0
170,Name:N,38.0
171,Harris,38.0
172,Computer,38.0
173,Corporation,38.0
174,Beneficiary,39.0
175,Address:1,39.0
176,Antares,39.0
177,"Drive,",39.0
178,Suite,39.0
179,"400,",39.0
180,"Ottawa,",39.0
181,"ON,",39.0
182,K2E,39.0
183,"8C4,",39.0
184,Canada,39.0
185,ABA,40.0
186,No.,40.0
187,(ACH,40.0
188,Payments):111000012,40.0
189,ABA,41.0
190,No.,41.0
191,(Wire,41.0
192,Payments):026009593,41.0
193,Invoice,42.0
194,Questions,42.0
195,?,42.0
196,Please,42.0
197,call,42.0
198,Nachiket,42.0
199,Saroha,42.0
200,at,42.0
201,613-226-5511,42.0
202,ext,42.0
203,2243,42.0
204,OR,42.0
205,e-mail,42.0
206,NSaroha@harriscomputer.com,43.0
207,Tax,44.0
208,Exempt?,44.0
209,Please,44.0
210,send,44.0
211,your,44.0
212,exemption,44.0
213,certificate,44.0
214,to,44.0
215,the,44.0
216,address,44.0
217,above,44.0
218,or,44.0
219,email,44.0
220,it,44.0
221,to,44.0
222,NSaroha@harriscomputer.com,45.0
223,Thank,46.0
224,you,46.0
225,for,46.0
226,your,46.0
227,business!,46.0
228,Creditron,47.0
229,is,47.0
230,the,47.0
231,sole,47.0
232,provider,47.0
233,of,47.0
234,all,47.0
235,software,47.0
236,and,47.0
237,services,47.0
238,outlined,47.0
239,on,47.0
240,this,47.0
241,invoice.,47.0
242,"Software,",47.0
243,services,47.0
244,and,47.0
245,maintenance,47.0
246,referenced,47.0
247,herein,48.0
248,are,48.0
249,exclusively,48.0
250,"developed,",48.0
251,support,48.0
252,and,48.0
253,maintained,48.0
254,by,48.0
255,Creditron.,48.0
